,MSCI Emerging Markets Gross Index USD,MSCI Emerging Markets Gross Index USD_ncskew,MSCI China Gross Index USD_ncskew
6/1/2007,-1.3909414431993068,-1.3909414431993068,-2.4399830940927414
7/1/2007,-0.6991992015783424,-0.6991992015783424,-1.3376331492984224
8/1/2007,0.8437044794187719,0.8437044794187719,-1.0121197367937083
9/1/2007,-1.569678509652177,-1.569678509652177,-2.659215417868302
10/1/2007,-1.0065803532853546,-1.0065803532853546,-0.7682004150936287
11/1/2007,0.3168119802879172,0.3168119802879172,0.2849476507216237
12/1/2008,0.37462940584301707,0.37462940584301707,0.5883430811412454
1/1/2008,1.3323917921923605,1.3323917921923605,0.06569333780476823
2/1/2008,-1.731677462740099,-1.731677462740099,-0.6357576584874606
3/1/2008,1.706007630456757,1.706007630456757,0.4905138956523772
4/1/2008,-0.5246535194247629,-0.5246535194247629,-0.2906009088465566
5/1/2008,0.17696021516404217,0.17696021516404217,1.3182683631090302
6/1/2008,0.6556048376838179,0.6556048376838179,0.9839970574766775
7/1/2008,0.38216610477133645,0.38216610477133645,-0.27713723869771023
8/1/2008,0.6355000144406984,0.6355000144406984,0.029713372816331855
9/1/2008,-0.5659605783106842,-0.5659605783106842,-0.8671547172165911
10/1/2008,-0.1994240031783023,-0.1994240031783023,-0.3891210614950461
11/1/2008,0.5064898930434418,0.5064898930434418,-0.23352471670486621
12/1/2009,-1.3207512443641296,-1.3207512443641296,-0.7653195669833479
1/1/2009,-0.48881782707920485,-0.48881782707920485,-0.21240705198538523
2/1/2009,-0.7888611138463583,-0.7888611138463583,-0.775793977074829
3/1/2009,-0.7241118119847659,-0.7241118119847659,-0.49472283766219444
4/1/2009,-0.6459526456452497,-0.6459526456452497,-0.3685188837487125
5/1/2009,-1.4250130388747453,-1.4250130388747453,-1.9898061175339152
6/1/2009,-0.10088523630715601,-0.10088523630715601,-0.3726046966163068
7/1/2009,0.650519884215339,0.650519884215339,0.2070053673331928
8/1/2009,0.6587442102772278,0.6587442102772278,0.9698894521501334
9/1/2009,-0.8731300215123461,-0.8731300215123461,0.4109091200985457
10/1/2009,-0.22636470350600318,-0.22636470350600318,-0.3835897133422002
11/1/2009,-0.6268760731691827,-0.6268760731691827,0.4343276637378827
12/1/2010,-0.1814330885887049,-0.1814330885887049,-0.5117576039052895
1/1/2010,-0.2615218505948119,-0.2615218505948119,0.9599869059546314
2/1/2010,0.2964379530961858,0.2964379530961858,0.15912821468504748
3/1/2010,-0.0023808434686287652,-0.0023808434686287652,0.07015350140682926
4/1/2010,0.6827505194586178,0.6827505194586178,-0.6486814384675044
5/1/2010,-0.11417207766894095,-0.11417207766894095,0.24829760244791726
6/1/2010,-1.027406732707299,-1.027406732707299,-1.301915244965665
7/1/2010,0.7780272559821274,0.7780272559821274,1.148733868095055
8/1/2010,-0.1435213314876809,-0.1435213314876809,0.2986240223004179
9/1/2010,-0.8207748259965303,-0.8207748259965303,-0.46648278713767355
10/1/2010,0.22175015716388183,0.22175015716388183,-0.5872812291691262
11/1/2010,-0.3290559111318149,-0.3290559111318149,-0.042931479870914474
12/1/2011,0.5053050961339421,0.5053050961339421,1.417557553770465
1/1/2011,1.0390048574472448,1.0390048574472448,0.2956899154566746
2/1/2011,1.4636076163345415,1.4636076163345415,0.7250409898369908
3/1/2011,-1.30265177889286,-1.30265177889286,0.17711956140719948
4/1/2011,0.33398594872466675,0.33398594872466675,0.6484366754334759
5/1/2011,0.3929321108539368,0.3929321108539368,-0.23333687022588698
6/1/2011,-1.6301132332613688,-1.6301132332613688,-2.2450118109446917
7/1/2011,-0.6675984745352399,-0.6675984745352399,0.10035331597925033
8/1/2011,0.560622605790825,0.560622605790825,1.0855897388941687
9/1/2011,0.9867422961959961,0.9867422961959961,1.155361540165375
10/1/2011,0.11181909424906854,0.11181909424906854,0.11657452165361507
11/1/2011,0.5183158013444236,0.5183158013444236,0.384791481715432
12/1/2012,-0.468253912219961,-0.468253912219961,-1.6201655995744018
1/1/2012,-2.1307297519935333,-2.1307297519935333,-1.1191230836293988
2/1/2012,-0.1493291531381126,-0.1493291531381126,-1.2532950274082741
3/1/2012,0.8742810249319574,0.8742810249319574,1.0643331584921252
4/1/2012,0.21852152243672793,0.21852152243672793,-1.141999735157415
5/1/2012,1.5116958327765728,1.5116958327765728,1.434723610452338
6/1/2012,0.07380621653841718,0.07380621653841718,0.106904452841747
7/1/2012,0.8909462615252172,0.8909462615252172,0.7852905642259586
8/1/2012,0.10353671488189747,0.10353671488189747,0.0696506575224105
9/1/2012,-2.0874409641294287,-2.0874409641294287,-1.0059139613477261
10/1/2012,0.3788032294626159,0.3788032294626159,-0.714814859060856
11/1/2012,-0.6120756935782072,-0.6120756935782072,-0.439809544787134
12/1/2013,-0.7979900289463295,-0.7979900289463295,-1.3577418266129566
1/1/2013,0.9388795967335589,0.9388795967335589,-0.3477156369769751
2/1/2013,-0.2744785358853776,-0.2744785358853776,0.8764382462833894
3/1/2013,1.0544466997505562,1.0544466997505562,0.9371738001001187
4/1/2013,0.6172022931941556,0.6172022931941556,0.7602270070658473
5/1/2013,1.6488441140342975,1.6488441140342975,0.5996974954985177
6/1/2013,-0.054561710702261325,-0.054561710702261325,0.15866269507072173
7/1/2013,0.6192573025746363,0.6192573025746363,-0.06964867608149057
8/1/2013,-0.2378459374616787,-0.2378459374616787,-0.6312567755105655
9/1/2013,-0.743726345866045,-0.743726345866045,0.0919309025689614
10/1/2013,-1.02563796938275,-1.02563796938275,-0.37013637842709857
11/1/2013,0.47461245245433514,0.47461245245433514,-1.9118296589621375
12/1/2014,0.6005115333230987,0.6005115333230987,1.7532547404998076
1/1/2014,0.6321408609568256,0.6321408609568256,0.8248745459657391
2/1/2014,0.7044267609623013,0.7044267609623013,0.9453604001620787
3/1/2014,-0.5992681681573512,-0.5992681681573512,-0.33625673322773025
4/1/2014,0.027869721513144746,0.027869721513144746,0.5596534962910396
5/1/2014,0.5818062453580991,0.5818062453580991,-0.5720016958996734
6/1/2014,-0.7379328059884155,-0.7379328059884155,-0.49158569374398015
7/1/2014,-1.425628863176677,-1.425628863176677,-1.0359556101585743
8/1/2014,-0.7393533489270725,-0.7393533489270725,0.6890058672955569
9/1/2014,1.0212031710664293,1.0212031710664293,0.17621922233718434
10/1/2014,0.031742555817012574,0.031742555817012574,-0.4141767394000385
11/1/2014,0.9862801461889622,0.9862801461889622,-1.1024874011589547
12/1/2015,1.0671808447484186,1.0671808447484186,0.01660982762875977
1/1/2015,-0.47413786556060644,-0.47413786556060644,0.49366596264439544
2/1/2015,1.115152965139972,1.115152965139972,0.6724721801641976
3/1/2015,0.23116356791584558,0.23116356791584558,-1.0403881835349678
4/1/2015,-0.9371924739662071,-0.9371924739662071,-1.6368235193938325
5/1/2015,1.4505419004692381,1.4505419004692381,0.49988264989134235
6/1/2015,-1.8975038713471328,-1.8975038713471328,0.204191193425136
7/1/2015,1.1306239275826317,1.1306239275826317,0.7505043869117918
8/1/2015,-0.9220931444819108,-0.9220931444819108,0.887228683020527
9/1/2015,-0.008217683039382983,-0.008217683039382983,-0.937002333443321
10/1/2015,-0.2412450489328682,-0.2412450489328682,-1.1258322810164996
11/1/2015,0.7921861636009423,0.7921861636009423,-0.0661334102340474
12/1/2016,-0.017268977828601133,-0.017268977828601133,0.2422606057744833
1/1/2016,0.2424261240464346,0.2424261240464346,0.9208215087640527
2/1/2016,-0.5918258798015188,-0.5918258798015188,0.7280592326175033
3/1/2016,-1.771405814806759,-1.771405814806759,-1.2345555881698362
4/1/2016,0.5369223858737677,0.5369223858737677,-0.1837408617684879
5/1/2016,1.2494506940302705,1.2494506940302705,0.4165243350302888
6/1/2016,-1.0493726801108185,-1.0493726801108185,-0.5299982084725827
7/1/2016,-0.6820931749217621,-0.6820931749217621,0.717838609116969
8/1/2016,-0.6025062709124246,-0.6025062709124246,-1.302747161441823
9/1/2016,1.731784708233167,1.731784708233167,1.1161557634545072
10/1/2016,-0.5583427260887907,-0.5583427260887907,0.0634113219555907
11/1/2016,2.483005983986479,2.483005983986479,2.057613514194213
12/1/2017,-0.2315726981986702,-0.2315726981986702,1.1956032786443982
1/1/2017,-1.3811249118130922,-1.3811249118130922,-1.120667019651479
2/1/2017,0.28506999562360746,0.28506999562360746,-0.8452066321768071
3/1/2017,-0.6089982038612748,-0.6089982038612748,-1.0189411660219592
4/1/2017,-1.108859785228017,-1.108859785228017,0.01888486403933611
5/1/2017,1.1722211017408235,1.1722211017408235,-0.8726811383303795
6/1/2017,0.45836283572029224,0.45836283572029224,-0.9791788066390948
7/1/2017,-0.8071557841865818,-0.8071557841865818,-1.0471647601087413
8/1/2017,-0.35953404690320345,-0.35953404690320345,-0.3520753447560394
9/1/2017,0.8860782927422983,0.8860782927422983,1.3458574659447595
10/1/2017,-0.32844959310926297,-0.32844959310926297,-0.6661428734807836
11/1/2017,2.0034068172134836,2.0034068172134836,0.6559938661899578
12/1/2018,0.5948042205424419,0.5948042205424419,0.39459971028926527
1/1/2018,-1.2990949248553316,-1.2990949248553316,-1.9208513900626574
2/1/2018,0.13679849576011818,0.13679849576011818,0.6670309155706172
3/1/2018,0.32942204596793656,0.32942204596793656,0.45336984289378696
4/1/2018,0.9515152665037833,0.9515152665037833,0.4524425833112899
5/1/2018,1.5015653733131809,1.5015653733131809,-0.578440533366415
6/1/2018,0.051389625967064985,0.051389625967064985,1.1589150058979527
7/1/2018,-0.4870580083570397,-0.4870580083570397,0.37327043596105136
8/1/2018,1.2288088781035507,1.2288088781035507,0.47318372129147396
9/1/2018,0.5992478101184798,0.5992478101184798,0.31446533285803996
10/1/2018,-0.6549920303987682,-0.6549920303987682,-0.6235540963868599
11/1/2018,-1.752315619448253,-1.752315619448253,-0.6703856346707069
12/1/2019,0.33538492839221123,0.33538492839221123,0.6485592758511214
1/1/2019,0.07722272334490018,0.07722272334490018,-0.2333058995367279
2/1/2019,1.3556245759296737,1.3556245759296737,1.0659472427754462
3/1/2019,0.24619438025869816,0.24619438025869816,0.1895725811126384
4/1/2019,0.3410385505238407,0.3410385505238407,0.47825271935668473
5/1/2019,1.1914830514800177,1.1914830514800177,2.2608708153578423
6/1/2019,0.24146642270840715,0.24146642270840715,-0.5910251726440043
7/1/2019,0.9141669964830031,0.9141669964830031,0.9134553535176346
8/1/2019,0.7123199145991266,0.7123199145991266,0.7549784903645103
9/1/2019,-0.09934027858302785,-0.09934027858302785,0.31177659493232296
10/1/2019,-0.8895004869591763,-0.8895004869591763,-0.5143548115304745
11/1/2019,0.7052072890675942,0.7052072890675942,0.3244152809482038
