Date,MSCI World Gross Index USD,MSCI China Gross Index USD,MSCI United States Gross Index USD,MSCI Canada Gross Index USD,MSCI Japan Gross Index USD,MSCI India Gross Index USD,MSCI Malaysia Gross Index USD,MSCI Indonesia Gross Index USD,MSCI Taiwan Gross Index USD,MSCI Korea Gross Index USD,MSCI Thailand Gross Index USD,MSCI Australia Gross Index USD,MSCI United Kingdom Gross Index USD,MSCI Brazil Gross Index USD,MSCI Hong Kong Gross Index USD,MSCI Greece Gross Index USD,MSCI Philippines Gross Index USD,MSCI Russia Gross Index USD,MSCI Peru Gross Index USD,MSCI Poland Gross Index USD,MSCI New Zealand Gross Index USD,MSCI Germany Gross Index USD,MSCI Chile Gross Index USD,MSCI Singapore Gross Index USD,MSCI Hungary Gross Index USD,MSCI Czech Republic Gross Index USD,MSCI Spain Gross Index USD,MSCI United Arab Emirates Gross Index USD,MSCI Colombia Gross Index USD,MSCI Mexico Gross Index USD,MSCI Turkey Gross Index USD,MSCI Israel Gross Index USD,MSCI Egypt Gross Index USD,MSCI Italy Gross Index USD,MSCI France Gross Index USD,MSCI Qatar Gross Index USD,MSCI Pakistan Gross Index USD,MSCI Argentina Gross Index USD,MSCI Ireland Gross Index USD,MSCI Sweden Gross Index USD,MSCI Belgium Gross Index USD,MSCI Switzerland Gross Index USD,MSCI Portugal Gross Index USD,MSCI Norway Gross Index USD,MSCI Austria Gross Index USD,MSCI Netherlands Gross Index USD,MSCI Finland Gross Index USD,MSCI Denmark Gross Index USD,MSCI Morocco Gross Index USD,MSCI Kuwait Gross Index USD,MSCI SRI Lanka Gross Index USD,MSCI Romania Gross Index USD,MSCI Jordan Gross Index USD,MSCI Vietnam Gross Index USD,MSCI Bulgaria Gross Index USD,MSCI Ukraine Gross Index USD,MSCI Mauritius Gross Index USD,MSCI Croatia Gross Index USD,MSCI Serbia Gross Index USD,MSCI Ghana Gross Index USD,MSCI Slovenia Gross Index USD,MSCI Kenya Gross Index USD,MSCI Estonia Gross Index USD,MSCI Bahrain Gross Index USD,MSCI Botswana Gross Index USD,MSCI Nigeria Gross Index USD,MSCI Lithuania Gross Index USD,MSCI Tunisia Gross Index USD,MSCI Oman Gross Index USD,MSCI Zimbabwe Gross Index USD,MSCI Kazakhstan Gross Index USD,MSCI Bangladesh Gross Index USD,MSCI Bosnia And Herzegovina Gross Index USD,MSCI Jamaica Gross Index USD,MSCI Lebanon Gross Index USD
1/3/2000,3735.506788,37.848377,4320.30907,2206.248666,5806.56775,176.756637,251.400283,,392.892964,188.449487,191.387909,1271.912065,4947.956883,1367.425514,22065.10023,1324.179568,313.187579,231.056539,191.001397,598.547089,162.837434,4094.951946,1404.523462,5667.413597,348.397343,86.656592,2462.861787,,92.59916,2312.797944,872.163759,187.837106,353.763984,984.159215,4817.904425,,68.379788,,474.503832,14989.06245,8236.47049,5290.653675,202.482843,1746.858101,353.417805,1447.557695,6051.816715,243.016521,,,73.903063,,103.893265,,,,,,,,,,,,,,,,,,,,,,
1/4/2000,3620.355244,39.040036,4147.333197,2140.324907,5712.302457,181.576097,251.104684,,420.478544,203.487201,196.515538,1255.31863,4806.989255,1277.778905,21770.25953,1302.2692,314.362119,231.862348,188.270464,584.678687,161.920423,4051.596736,1388.060968,5583.211896,353.454556,87.385212,2426.738679,,92.671479,2138.089402,1017.065317,177.582786,358.449899,973.785975,4677.125335,,69.598215,,471.838061,14791.27427,8000.256229,5168.981125,196.290925,1754.384815,358.9346,1349.750801,5987.298953,243.963117,,,73.757332,,104.393156,,,,,,,,,,,,,,,,,,,,,,
1/5/2000,3571.211205,37.452348,4158.507443,2105.612632,5462.380463,177.441572,247.767019,,420.591406,190.143079,181.574797,1226.350935,4719.427304,1302.017637,20284.249,1257.009135,299.178647,232.01648,188.99108,555.021671,156.294443,4014.884986,1389.792296,5277.567556,340.203161,86.803727,2373.389984,,94.514003,2168.364982,979.71259,174.218174,348.266375,958.279181,4535.517601,,69.598215,,469.544948,14100.02683,7742.219759,5121.322239,191.040919,1762.931952,348.83665,1235.729902,5865.486866,244.155629,,,71.540273,,105.075326,,,,,,,,,,,,,,,,,,,,,,
1/6/2000,3530.913508,37.18393,4123.824419,2082.709669,5254.735588,178.911609,246.642934,,420.121996,183.498827,170.362185,1216.661357,4687.409345,1295.112419,19398.77157,1258.660973,295.397011,239.289928,188.1216,573.01167,152.246191,3989.586052,1390.110563,5159.061943,342.082769,88.568974,2376.145866,,96.250189,2144.028954,919.582188,172.072109,354.820242,942.338592,4516.182565,,70.585687,,469.319367,14101.79967,7760.944834,5188.152289,197.191702,1764.978995,345.747521,1237.164776,5920.049583,244.037626,,,70.165912,,105.851285,,,,,,,,,,,,,,,,,,,,,,
1/7/2000,3614.507329,39.050713,4266.32826,2190.973967,5238.603923,175.638347,246.642934,,414.280839,186.660693,175.767956,1229.393332,4689.149646,1319.838632,19769.03673,1256.453862,299.858678,239.340291,189.916767,603.196992,155.285025,4154.863804,1399.265527,5310.704155,345.213825,89.870523,2418.838173,,98.660837,2264.271865,892.855196,173.58079,354.820242,966.651652,4570.47613,,70.558483,,468.371667,14167.12297,7908.197255,5273.20584,200.427823,1797.41337,345.519471,1282.455033,5915.466242,242.298478,,,70.175552,,105.851285,,,,,,,,,,,,,,,,,,,,,,
1/8/2000,3614.507329,39.050713,4266.32826,2190.973967,5238.603923,175.638347,246.642934,,414.280839,186.660693,175.767956,1229.393332,4689.149646,1319.838632,19769.03673,1256.453862,299.858678,239.340291,189.916767,603.196992,155.285025,4154.863804,1399.265527,5310.704155,345.213825,89.870523,2418.838173,,98.660837,2264.271865,892.855196,173.58079,354.820242,966.651652,4570.47613,,70.558483,,468.371667,14167.12297,7908.197255,5273.20584,200.427823,1797.41337,345.519471,1282.455033,5915.466242,242.298478,,,70.175552,,105.851285,,,,,,,,,,,,,,,,,,,,,,
1/9/2000,3614.507329,39.050713,4266.32826,2190.973967,5238.603923,175.638347,246.642934,,414.280839,186.660693,175.767956,1229.393332,4689.149646,1319.838632,19769.03673,1256.453862,299.858678,239.340291,189.916767,603.196992,155.285025,4154.863804,1399.265527,5310.704155,345.213825,89.870523,2418.838173,,98.660837,2264.271865,892.855196,173.58079,354.820242,966.651652,4570.47613,,70.558483,,468.371667,14167.12297,7908.197255,5273.20584,200.427823,1797.41337,345.519471,1282.455033,5915.466242,242.298478,,,70.175552,,105.851285,,,,,,,,,,,,,,,,,,,,,,
1/10/2000,3654.604792,39.77682,4319.110233,2234.762583,5243.327634,178.235001,246.642934,,427.609478,193.400412,181.156895,1254.051342,4751.069309,1376.966486,20116.63357,1241.352776,306.634559,248.112059,189.174632,631.483152,158.024579,4232.450975,1421.616138,5344.345472,355.386322,91.435402,2426.060162,,98.855512,2373.690868,890.47709,185.271702,354.897913,955.898445,4650.087715,,70.619721,,475.806481,14534.22626,8040.650848,5261.355463,203.477202,1809.91927,351.949029,1307.329978,6018.387683,242.025278,,,67.815492,,105.851285,,,,,,,,,,,,,,,,,,,,,,
1/11/2000,3642.14994,38.369894,4260.026958,2197.405624,5432.9557,170.586822,256.331205,,417.570285,191.266496,178.233216,1292.819729,4721.949783,1341.149519,20101.10032,1210.828761,301.459971,232.450044,190.206203,631.279435,157.328252,4226.918489,1415.232826,5253.277342,351.232442,91.748538,2400.726485,,98.944244,2296.294547,914.041464,183.678355,363.080472,958.710651,4637.918824,,70.555085,,484.978631,14721.31198,7939.717365,5255.162734,204.071317,1795.989199,347.507022,1296.333801,6062.155221,242.465129,,,67.098511,,105.847089,,,,,,,,,,,,,,,,,,,,,,
1/12/2000,3620.321634,37.996619,4235.483027,2163.889272,5372.714392,176.219817,264.757747,,427.714843,189.339441,178.791701,1258.801705,4720.575871,1334.916167,20096.12833,1212.373138,298.033548,238.823511,192.89977,615.658538,153.435077,4236.631,1437.51918,5336.480016,351.51649,90.513052,2362.219851,,101.036273,2288.666571,940.557518,182.127198,363.307131,969.96216,4594.27858,,74.488897,,486.340173,14686.56934,7822.853093,5256.425388,203.582932,1754.31365,349.533594,1283.568214,5948.523265,241.965658,,,68.749171,,105.304657,,,,,,,,,,,,,,,,,,,,,,
1/13/2000,3652.753679,37.449795,4291.744938,2184.242693,5379.227221,174.481023,271.480626,,425.932497,190.80999,178.597273,1270.788885,4717.627948,1385.759685,20106.45387,1207.328128,294.687689,248.023284,214.572812,639.355609,153.546719,4266.858601,1495.983243,5246.59444,358.191778,90.764862,2380.895603,,102.813195,2328.95914,1004.261661,184.851286,352.186673,983.014775,4639.194218,,74.887618,,484.896919,14806.61805,7891.388341,5242.15289,207.077529,1749.577316,358.09297,1336.515105,6018.099132,244.477973,,,68.253887,,105.175252,,,,,,,,,,,,,,,,,,,,,,
1/14/2000,3683.847939,36.736252,4332.226202,2153.933261,5410.996548,175.425315,283.686529,,423.276845,192.246505,183.655515,1288.943025,4766.150327,1420.246073,20241.90952,1215.404201,296.515001,256.095522,216.903645,654.786928,153.355401,4340.154871,1522.121091,5238.879007,369.459794,91.699228,2392.210784,,104.815276,2376.753204,1048.241051,191.853278,352.186673,995.543724,4693.302989,,77.487474,,477.513037,14979.96647,7738.272725,5212.450328,208.269623,1723.562531,367.75273,1375.111608,5904.196143,241.976592,,,68.237783,,105.175252,,,,,,,,,,,,,,,,,,,,,,
1/15/2000,3683.847939,36.736252,4332.226202,2153.933261,5410.996548,175.425315,283.686529,,423.276845,192.246505,183.655515,1288.943025,4766.150327,1420.246073,20241.90952,1215.404201,296.515001,256.095522,216.903645,654.786928,153.355401,4340.154871,1522.121091,5238.879007,369.459794,91.699228,2392.210784,,104.815276,2376.753204,1048.241051,191.853278,352.186673,995.543724,4693.302989,,77.487474,,477.513037,14979.96647,7738.272725,5212.450328,208.269623,1723.562531,367.75273,1375.111608,5904.196143,241.976592,,,68.237783,,105.175252,,,,,,,,,,,,,,,,,,,,,,
1/16/2000,3683.847939,36.736252,4332.226202,2153.933261,5410.996548,175.425315,283.686529,,423.276845,192.246505,183.655515,1288.943025,4766.150327,1420.246073,20241.90952,1215.404201,296.515001,256.095522,216.903645,654.786928,153.355401,4340.154871,1522.121091,5238.879007,369.459794,91.699228,2392.210784,,104.815276,2376.753204,1048.241051,191.853278,352.186673,995.543724,4693.302989,,77.487474,,477.513037,14979.96647,7738.272725,5212.450328,208.269623,1723.562531,367.75273,1375.111608,5904.196143,241.976592,,,68.237783,,105.175252,,,,,,,,,,,,,,,,,,,,,,
1/17/2000,3700.091588,36.569319,4332.226202,2178.093292,5548.823972,176.003478,292.134283,,435.491971,199.657961,189.914788,1284.11383,4763.324097,1455.405229,20156.78296,1232.350638,295.125644,248.384885,221.346532,643.589227,154.558944,4376.434809,1547.331962,5121.338013,384.495571,92.243121,2396.180136,,105.084516,2401.830344,1013.986683,196.387102,364.734442,989.410432,4729.333066,,78.39673,,476.674054,15386.22839,7577.037716,5195.50583,210.645771,1702.407539,367.431759,1393.295695,5938.760866,242.05141,,,68.90429,,103.564795,,,,,,,,,,,,,,,,,,,,,,
1/18/2000,3656.201161,36.623967,4298.451561,2225.588826,5466.028361,178.042518,290.580965,,431.78515,197.215135,193.93397,1291.266487,4676.084986,1448.320663,20405.0228,1205.9985,294.191788,242.854918,220.006913,649.198777,153.629378,4269.015901,1523.150734,5071.586182,384.537754,92.244884,2348.205829,,102.265017,2356.433258,1087.403834,198.031225,368.289508,975.186267,4597.147256,,78.731449,,481.963885,15007.98793,7340.419053,5128.213147,211.708817,1672.304958,370.737554,1359.934003,5841.922832,240.609865,,,69.396512,,102.80237,,,,,,,,,,,,,,,,,,,,,,
1/19/2000,3642.054377,36.554698,4305.271487,2233.539045,5348.323474,178.443938,285.08796,,427.199313,187.835907,193.808012,1269.444973,4644.200076,1413.344853,19742.83075,1167.376462,289.430148,229.17635,220.333989,631.645898,151.927667,4268.77576,1516.969405,4930.810847,382.215868,93.795933,2364.708142,,100.102669,2314.32724,1028.11744,196.498225,378.329668,981.393383,4585.946481,,81.525253,,470.306031,15013.65545,7357.041166,5088.762244,208.551592,1677.252545,359.069924,1338.017457,5832.358883,240.893502,,,68.860352,,102.867413,,,,,,,,,,,,,,,,,,,,,,
1/20/2000,3627.884701,36.24507,4269.206968,2252.967677,5357.652242,175.536914,290.939654,,426.921377,191.372763,193.449831,1288.321244,4585.667714,1394.637688,19927.62999,1167.937774,288.568425,241.402873,215.979232,640.817369,148.757931,4288.693482,1511.508296,5074.908685,386.844684,96.869589,2356.765058,,101.885658,2265.026386,1003.6255,200.169815,375.301141,984.035311,4634.381167,,81.734535,,461.545903,15092.57402,7335.279985,5031.341412,205.142489,1670.031109,361.78297,1352.842576,5854.544537,240.96719,,,68.860352,,103.078601,,,,,,,,,,,,,,,,,,,,,,
1/21/2000,3616.69428,36.104957,4259.394888,2242.16854,5392.417391,179.499212,290.799075,,433.366274,186.360632,191.680144,1261.344465,4588.282838,1382.369422,19695.50059,1176.509034,288.454827,249.351357,214.548065,638.016672,149.030175,4203.981188,1516.508894,4946.077794,379.474604,98.323365,2327.312043,,101.873533,2215.706295,956.893286,200.342857,375.301141,979.756363,4596.391903,,88.226513,,457.857031,15044.72665,7199.900515,5013.712398,203.849275,1648.9183,359.965969,1344.021989,5897.740309,240.093024,,,68.813138,,103.078601,,,,,,,,,,,,,,,,,,,,,,
1/22/2000,3616.69428,36.104957,4259.394888,2242.16854,5392.417391,179.499212,290.799075,,433.366274,186.360632,191.680144,1261.344465,4588.282838,1382.369422,19695.50059,1176.509034,288.454827,249.351357,214.548065,638.016672,149.030175,4203.981188,1516.508894,4946.077794,379.474604,98.323365,2327.312043,,101.873533,2215.706295,956.893286,200.342857,375.301141,979.756363,4596.391903,,88.226513,,457.857031,15044.72665,7199.900515,5013.712398,203.849275,1648.9183,359.965969,1344.021989,5897.740309,240.093024,,,68.813138,,103.078601,,,,,,,,,,,,,,,,,,,,,,
1/23/2000,3616.69428,36.104957,4259.394888,2242.16854,5392.417391,179.499212,290.799075,,433.366274,186.360632,191.680144,1261.344465,4588.282838,1382.369422,19695.50059,1176.509034,288.454827,249.351357,214.548065,638.016672,149.030175,4203.981188,1516.508894,4946.077794,379.474604,98.323365,2327.312043,,101.873533,2215.706295,956.893286,200.342857,375.301141,979.756363,4596.391903,,88.226513,,457.857031,15044.72665,7199.900515,5013.712398,203.849275,1648.9183,359.965969,1344.021989,5897.740309,240.093024,,,68.813138,,103.078601,,,,,,,,,,,,,,,,,,,,,,
1/24/2000,3565.832618,36.28167,4144.913957,2215.43434,5409.293636,182.232205,290.903127,,440.013621,186.359041,190.594719,1239.652398,4602.616404,1392.044022,19767.52614,1168.52205,290.963869,238.639347,213.444612,640.022711,146.230435,4143.853753,1503.051028,4837.918468,372.70402,97.486683,2311.020257,,101.862745,2183.184782,989.467115,200.651768,366.436639,985.936069,4575.884649,,85.012208,,455.132851,15208.79589,7155.155891,4916.874369,206.834022,1665.92128,359.639247,1371.552925,5973.999169,238.674729,,,68.610164,,104.24594,,,,,,,,,,,,,,,,,,,,,,
1/25/2000,3554.388733,36.301733,4169.75353,2233.115605,5343.505197,182.663077,289.712803,,439.523456,179.149346,184.160082,1232.066538,4513.581475,1388.517881,19695.65311,1156.809412,287.597883,224.673794,209.071207,608.296267,145.844812,4090.476619,1481.675183,4793.652705,364.000276,95.688486,2301.671859,,101.611432,2192.56112,963.031435,199.164578,368.485914,968.305724,4524.924712,,78.654778,,443.812372,15129.41731,7035.862447,4819.501649,207.167362,1633.717704,351.537549,1358.818359,5880.119484,238.879728,,,68.678854,,103.482426,,,,,,,,,,,,,,,,,,,,,,
1/26/2000,3561.474167,36.594114,4149.730516,2252.634844,5420.262769,182.668316,286.910703,,451.076477,179.733412,182.065819,1224.91111,4560.354643,1393.016498,20176.22821,1131.017562,282.726092,222.924706,213.538387,606.465323,146.027598,4171.78023,1477.790761,4826.725704,372.220703,96.772004,2323.75021,,100.320077,2206.611935,1000.87446,198.015317,364.509146,967.513952,4547.923427,,80.458281,,438.400693,15204.13749,7056.810154,4807.432357,207.895189,1625.017409,352.087178,1361.053046,5884.503224,237.899613,,,69.110991,,103.963187,,,,,,,,,,,,,,,,,,,,,,
1/27/2000,3565.946459,35.982003,4133.383564,2275.915161,5503.22236,185.248099,286.386082,,452.420141,184.680554,183.311502,1235.470675,4597.860869,1387.510383,20665.80106,1119.293237,279.723212,231.364097,218.703735,606.827018,146.292119,4224.655211,1466.073057,4950.2677,387.32651,97.625783,2336.218412,,100.998003,2186.197627,1001.215973,190.872905,354.00721,975.776495,4521.835314,,81.867811,,440.055573,14800.08748,6977.191399,4836.969864,206.677584,1609.215334,350.866283,1346.708899,5779.618667,235.034618,,,69.276325,,104.12164,,,,,,,,,,,,,,,,,,,,,,
1/28/2000,3506.580841,36.043733,4021.811647,2181.0024,5546.401243,187.167938,285.90762,,456.255238,191.316403,184.508216,1214.35126,4517.450872,1343.786867,20826.145,1125.304685,278.506034,222.910797,215.84535,609.2918,140.831691,4149.376027,1467.970294,4842.189248,379.469861,97.087533,2280.991405,,103.903018,2105.633966,1001.850853,186.129107,354.00721,967.890593,4522.736328,,83.127943,,441.878286,15074.23342,6900.010206,4741.385532,203.194573,1609.871952,347.663763,1392.346992,5762.957202,233.202728,,,69.136835,,104.12164,,,,,,,,,,,,,,,,,,,,,,
1/29/2000,3506.580841,36.043733,4021.811647,2181.0024,5546.401243,187.167938,285.90762,,456.255238,191.316403,184.508216,1214.35126,4517.450872,1343.786867,20826.145,1125.304685,278.506034,222.910797,215.84535,609.2918,140.831691,4149.376027,1467.970294,4842.189248,379.469861,97.087533,2280.991405,,103.903018,2105.633966,1001.850853,186.129107,354.00721,967.890593,4522.736328,,83.127943,,441.878286,15074.23342,6900.010206,4741.385532,203.194573,1609.871952,347.663763,1392.346992,5762.957202,233.202728,,,69.136835,,104.12164,,,,,,,,,,,,,,,,,,,,,,
1/30/2000,3506.580841,36.043733,4021.811647,2181.0024,5546.401243,187.167938,285.90762,,456.255238,191.316403,184.508216,1214.35126,4517.450872,1343.786867,20826.145,1125.304685,278.506034,222.910797,215.84535,609.2918,140.831691,4149.376027,1467.970294,4842.189248,379.469861,97.087533,2280.991405,,103.903018,2105.633966,1001.850853,186.129107,354.00721,967.890593,4522.736328,,83.127943,,441.878286,15074.23342,6900.010206,4741.385532,203.194573,1609.871952,347.663763,1392.346992,5762.957202,233.202728,,,69.136835,,104.12164,,,,,,,,,,,,,,,,,,,,,,
1/31/2000,3516.599208,35.875254,4113.878321,2201.180894,5503.515879,182.153731,280.197772,,457.687003,190.051847,182.991729,1213.777186,4453.95283,1314.501238,20057.643,1113.256854,282.7710666,211.966153,215.679583,590.672935,142.45537,4013.098091,1452.429358,4749.958393,368.194357,96.904407,2258.79401,,104.915911,2078.130753,910.038495,180.466081,365.210631,951.751154,4462.52478,,84.196834,,441.985515,14666.71144,6679.538884,4650.086565,199.860675,1565.991703,333.837063,1357.839057,5567.616661,232.436667,,,69.5179,,103.285738,,,,,,,,,,,,,,,,,,,,,,
2/1/2000,3544.464738,34.986767,4168.684766,2210.365729,5415.098103,186.083036,280.197772,,461.742006,185.835999,182.350477,1202.109505,4452.171165,1319.15064,20222.36468,1139.253671,278.052426,209.197211,216.201138,594.178801,139.9717,4127.363584,1444.786525,4757.811793,367.514662,100.120806,2285.957858,,104.873329,2119.949105,889.654504,187.098705,362.014634,961.692393,4524.089398,,83.459287,,434.237022,15267.55406,6598.053266,4692.225424,200.044418,1510.165189,337.028291,1358.820924,5583.089463,231.321176,,,68.951148,,102.37522,,,,,,,,,,,,,,,,,,,,,,
2/2/2000,3564.291383,34.506248,4162.462696,2300.367358,5448.142551,191.785046,287.66049,,460.249419,188.04225,181.090117,1223.626615,4420.40192,1334.753587,20472.30992,1151.223218,277.579214,205.475118,219.466664,591.090453,139.349807,4194.759757,1459.282889,4848.212632,367.851068,101.871914,2317.104106,,103.293808,2149.042686,878.530165,193.557068,352.277552,981.9834,4666.59892,,85.256578,,420.352494,16041.27389,6583.122467,4719.807194,199.941642,1507.505802,339.139119,1403.524475,5665.855875,230.307491,,,71.948441,,102.307555,,,,,,,,,,,,,,,,,,,,,,
2/3/2000,3623.380168,35.41325,4209.606419,2336.555922,5535.514721,195.636642,293.130458,,460.197091,188.942224,179.035494,1234.941303,4416.489061,1387.424645,20427.45348,1188.641762,280.242543,210.835365,223.054093,610.535117,138.89312,4371.728275,1489.724057,4804.227665,370.234074,103.955207,2396.565589,,104.097291,2261.560776,886.808414,201.461072,349.727577,1017.751347,4891.917538,,84.644173,,438.175621,16294.08621,6938.283842,4852.187562,205.116825,1516.556814,348.193759,1419.676417,5858.39254,232.318182,,,71.029619,,103.338809,,,,,,,,,,,,,,,,,,,,,,
2/4/2000,3629.024931,35.473147,4204.414988,2446.25368,5638.126328,197.676449,293.134318,,460.339151,189.025863,183.090782,1208.332717,4274.876583,1426.444502,20427.97856,1202.188615,282.589789,216.121352,230.226119,647.296452,139.370062,4397.366601,1522.083151,4826.296972,369.572519,103.958579,2397.356845,,105.36721,2344.494573,922.72983,199.366404,349.349984,1017.808721,4962.829795,,84.844167,,435.314952,16390.29542,6978.36503,4800.419674,210.062503,1446.513501,353.67147,1470.913845,5816.314261,231.416074,,,71.019914,,103.338809,,,,,,,,,,,,,,,,,,,,,,
2/5/2000,3629.024931,35.473147,4204.414988,2446.25368,5638.126328,197.676449,293.134318,,460.339151,189.025863,183.090782,1208.332717,4274.876583,1426.444502,20427.97856,1202.188615,282.589789,216.121352,230.226119,647.296452,139.370062,4397.366601,1522.083151,4826.296972,369.572519,103.958579,2397.356845,,105.36721,2344.494573,922.72983,199.366404,349.349984,1017.808721,4962.829795,,84.844167,,435.314952,16390.29542,6978.36503,4800.419674,210.062503,1446.513501,353.67147,1470.913845,5816.314261,231.416074,,,71.019914,,103.338809,,,,,,,,,,,,,,,,,,,,,,
2/6/2000,3629.024931,35.473147,4204.414988,2446.25368,5638.126328,197.676449,293.134318,,460.339151,189.025863,183.090782,1208.332717,4274.876583,1426.444502,20427.97856,1202.188615,282.589789,216.121352,230.226119,647.296452,139.370062,4397.366601,1522.083151,4826.296972,369.572519,103.958579,2397.356845,,105.36721,2344.494573,922.72983,199.366404,349.349984,1017.808721,4962.829795,,84.844167,,435.314952,16390.29542,6978.36503,4800.419674,210.062503,1446.513501,353.67147,1470.913845,5816.314261,231.416074,,,71.019914,,103.338809,,,,,,,,,,,,,,,,,,,,,,
2/7/2000,3613.397287,35.508438,4207.277814,2404.456607,5603.214525,201.365334,293.134318,,460.638509,190.433958,181.945513,1218.415765,4230.8605,1438.632935,20426.92839,1230.779097,282.548725,215.637957,230.928962,638.649774,139.858992,4297.17148,1528.450629,4817.752335,367.19817,105.822936,2381.183105,,106.010367,2466.314959,896.288127,202.482695,346.746137,1002.478226,4898.953278,,85.699052,,434.956791,16704.47965,6872.350072,4786.640099,212.790128,1416.076246,354.945166,1463.623355,5823.371564,230.166172,,,71.378062,,102.544176,,,,,,,,,,,,,,,,,,,,,,
2/8/2000,3658.271114,35.0253,4249.960345,2446.380674,5483.724931,202.1096,299.96889,,461.76458,189.618217,179.273236,1216.618798,4382.051664,1479.962614,20193.83273,1257.454576,280.98178,225.889885,233.551142,647.651005,137.868397,4498.324887,1550.695468,4751.014842,384.636858,109.272285,2456.498433,,105.866079,2462.120358,880.731461,203.508427,344.261818,1044.48725,5019.381055,,85.248125,,446.198647,17014.48377,6987.075338,4818.441953,218.830625,1472.407331,360.03226,1499.253726,6020.763701,231.231151,,,71.172818,,100.819894,,,,,,,,,,,,,,,,,,,,,,
2/9/2000,3630.872977,33.738049,4157.363784,2452.634516,5538.610447,205.129137,304.315557,,470.774675,192.96255,177.014755,1222.24214,4405.343964,1450.844384,20786.04663,1279.283808,281.270577,230.319074,240.196639,670.889861,139.132665,4568.082658,1550.137753,4704.735318,388.693765,108.867702,2486.512661,,105.637306,2430.301649,847.709876,204.963721,353.245505,1049.685681,5026.711802,,83.960924,,440.901814,17149.84799,6729.096558,4766.135399,216.724429,1502.468069,361.718788,1523.664826,5962.327829,231.643747,,,71.448502,,100.118105,,,,,,,,,,,,,,,,,,,,,,
2/10/2000,3626.510001,32.514838,4166.8777,2466.121835,5530.868358,212.329017,306.457735,,470.881204,190.824382,178.101399,1237.978148,4363.975853,1448.648148,21008.13425,1255.168524,278.790623,226.316226,242.947249,645.378601,138.927549,4587.773763,1534.87892,4660.431521,395.147118,110.581969,2457.014217,,104.81008,2504.08771,864.837958,214.534387,358.738901,1050.250182,4948.471415,,83.962788,,440.345565,17218.41084,6500.950579,4730.906428,217.216271,1491.841762,363.582395,1493.993863,5883.304521,230.447282,,,71.807888,,99.71578,,,,,,,,,,,,,,,,,,,,,,
2/11/2000,3588.10194,31.840831,4085.486686,2413.111697,5510.555763,219.558994,307.537472,,474.486765,188.217038,179.794967,1230.315388,4284.324623,1416.333689,22270.6448,1257.476401,273.661017,224.861053,246.062018,657.16306,139.126874,4537.553648,1544.009484,4611.762915,396.019764,113.985146,2494.06853,,104.147624,2465.403884,852.529633,213.261007,359.000964,1068.007146,5021.486566,,79.915718,,442.242319,17435.86857,6581.078435,4714.02878,220.10401,1532.54406,362.970965,1475.867003,5946.80765,228.930617,,,71.227437,,99.786052,,,,,,,,,,,,,,,,,,,,,,
2/12/2000,3588.10194,31.840831,4085.486686,2413.111697,5510.555763,219.558994,307.537472,,474.486765,188.217038,179.794967,1230.315388,4284.324623,1416.333689,22270.6448,1257.476401,273.661017,224.861053,246.062018,657.16306,139.126874,4537.553648,1544.009484,4611.762915,396.019764,113.985146,2494.06853,,104.147624,2465.403884,852.529633,213.261007,359.000964,1068.007146,5021.486566,,79.915718,,442.242319,17435.86857,6581.078435,4714.02878,220.10401,1532.54406,362.970965,1475.867003,5946.80765,228.930617,,,71.227437,,99.786052,,,,,,,,,,,,,,,,,,,,,,
2/13/2000,3588.10194,31.840831,4085.486686,2413.111697,5510.555763,219.558994,307.537472,,474.486765,188.217038,179.794967,1230.315388,4284.324623,1416.333689,22270.6448,1257.476401,273.661017,224.861053,246.062018,657.16306,139.126874,4537.553648,1544.009484,4611.762915,396.019764,113.985146,2494.06853,,104.147624,2465.403884,852.529633,213.261007,359.000964,1068.007146,5021.486566,,79.915718,,442.242319,17435.86857,6581.078435,4714.02878,220.10401,1532.54406,362.970965,1475.867003,5946.80765,228.930617,,,71.227437,,99.786052,,,,,,,,,,,,,,,,,,,,,,
2/14/2000,3574.90322,31.306872,4095.686428,2460.729973,5488.53716,224.321395,307.536864,,465.241422,176.8975,176.098786,1208.894148,4183.24636,1376.506342,22010.44961,1240.577964,271.782088,222.102166,245.486538,627.466043,136.073733,4520.732609,1523.30617,4637.004674,398.916679,112.327194,2498.306633,,103.077361,2444.998932,826.287361,212.326295,370.162329,1081.210875,4983.522359,,84.021063,,437.102481,16900.34861,6696.590286,4658.214989,216.729137,1554.369811,357.418546,1418.494338,5892.749713,228.1387,,,70.945627,,99.228855,,,,,,,,,,,,,,,,,,,,,,
2/15/2000,3558.700951,30.935128,4123.936301,2475.81436,5378.414082,226.427393,305.221814,,464.652428,171.30115,165.405101,1220.380078,4152.199802,1386.662728,21204.5898,1239.315491,268.624338,212.001484,240.168634,664.459657,138.47333,4394.420502,1504.687156,4553.274133,404.182138,111.14447,2477.091135,,102.050393,2460.362847,862.11812,214.813903,364.199926,1057.954085,4860.111197,,85.705223,,440.431693,16287.53509,6702.575726,4602.101491,212.836988,1540.773302,360.862505,1409.48888,5884.324383,227.897953,,,71.279308,,99.927351,,,,,,,,,,,,,,,,,,,,,,
