,Unnamed: 0,cncode,country,year,GDP,corruption,duvol,duvol_annual,gdpGrowth,gdpPerCapita,geopoliticalRisk,governmentEffectiveness,month,negskew,negskew_annual,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,Unnamed: 18,uai,pdi,mas,idv,ltowvs,com,Date,lto,ivr
657,657,FRA,France,2017,38955.83397,1.26,0.144182962,-0.11327781,2.260202721,43001.59129,,1.352089524,204,1.167293579,-0.62704781,0.278989673,1.16,1.44,1.148533702,,86,68,43,71,63,0,1/1/2017,39,48
658,658,FRA,France,2018,39555.54466,1.32,-0.224838887,0.021235875,1.724880627,43663.58492,,1.480525851,216,-0.379557904,0.072437189,0.109134838,1.17,1.44,1.179414749,,86,68,43,71,63,0,1/1/2018,39,48
659,659,FRA,France,2019,,1.32,0.234136175,0.090196031,,,,1.480525851,228,1.128726928,0.144520929,0.109134838,1.17,1.44,1.179414749,,86,68,43,71,63,0,1/1/2019,39,48
660,660,QAT,Qatar,2000,,,,,,,,,,,,,,,,,,,,,,0,1/1/2000,,
661,661,QAT,Qatar,2001,,,,,,,,,,,,,,,,,,,,,,0,1/1/2001,,
662,662,QAT,Qatar,2002,,,,,,,,,,,,,,,,,,,,,,0,1/1/2002,,
663,663,QAT,Qatar,2003,,,,,,,,,,,,,,,,,,,,,,0,1/1/2003,,
664,664,QAT,Qatar,2004,,,,,,,,,,,,,,,,,,,,,,0,1/1/2004,,
665,665,QAT,Qatar,2005,,,,,,,,,,,,,,,,,,,,,,0,1/1/2005,,
666,666,QAT,Qatar,2006,117155.5881,0.93,0.07376433,-0.175708666,26.17024568,65819.97994,,0.579429626,7,0.423091384,-0.213253222,0.926315367,0.31,0.63,-0.865734756,,,,,,,0,1/1/2006,,
667,667,QAT,Qatar,2007,116022.7462,0.68,0.404221577,-0.203160738,17.98565679,65183.53029,,0.444296092,19,1.621952517,-0.735177619,0.952188432,0.4,0.53,-1.040322661,,,,,,,0,1/1/2007,,
668,668,QAT,Qatar,2008,115779.4839,0.94,0.226079101,0.107306695,17.66355638,65046.86144,,0.601312459,31,-0.097644733,0.440262322,1.114858627,0.65,0.68,-1.020598412,,,,,,,0,1/1/2008,,
669,669,QAT,Qatar,2009,112525.7183,1.57,0.506219009,0.302104672,11.95656114,63218.8412,,0.965489089,43,1.297892114,0.684564429,1.223623157,0.68,0.91,-1.003544807,,,,,,,0,1/1/2009,,
670,670,QAT,Qatar,2010,119973.5535,1.41,0.16865887,-0.244637939,19.59233153,67403.1603,,0.84518373,55,0.558595287,-1.001140183,1.15385592,0.6,0.85,-1.012165904,,,,,,,0,1/1/2010,,
671,671,QAT,Qatar,2011,124024.5682,1.01,0.284856725,-0.145806276,13.37517641,69679.08848,,0.754005194,67,1.131194312,-1.498763068,1.174731016,0.5,0.76,-1.084917188,,,,,,,0,1/1/2011,,
672,672,QAT,Qatar,2012,120366.2801,1.06,0.19443077,0.166927557,4.687259177,67623.80074,,0.937021971,79,1.292755476,1.320768461,1.223598838,0.8,0.96,-0.921773374,,,,,,,0,1/1/2012,,
673,673,QAT,Qatar,2013,118117.843,1.11,-0.119660837,-0.089676802,4.410274619,66360.59094,,1.057716012,91,-0.097324073,-0.650081658,1.212546468,0.75,0.96,-0.978366435,,,,,,,0,1/1/2013,,
674,674,QAT,Qatar,2014,116693.5077,0.99,-0.418486147,0.271662603,3.978882147,65560.3754,,0.944795609,103,-1.392736999,0.614482735,0.977457762,0.57,0.86,-1.133435845,,,,,,,0,1/1/2014,,
675,675,QAT,Qatar,2015,115940.0272,0.89,0.006426971,0.00421835,3.657510261,65137.05739,,0.954918206,115,0.010011616,0.215223465,0.996630371,0.68,0.77,-1.144769907,,,,,,,0,1/1/2015,,
676,676,QAT,Qatar,2016,114455.7871,0.9,-0.047224665,0.285607454,2.131310916,64303.18636,,0.735512733,127,0.528799702,1.282206766,0.90023458,0.7,0.79,-1.152304173,,,,,,,0,1/1/2016,,
677,677,QAT,Qatar,2017,113262.1816,0.73,-0.206344821,-0.257167867,1.579850253,63632.59866,,0.740498304,139,-0.262479697,-0.371378409,0.66100353,0.42,0.72,-1.177425146,,,,,,,0,1/1/2017,,
678,678,QAT,Qatar,2018,112599.9725,0.72,-0.373433124,0.065793748,1.493339993,63260.5585,,0.631236374,151,-0.907523824,0.06193138,0.678372383,0.52,0.73,-1.195094824,,,,,,,0,1/1/2018,,
679,679,QAT,Qatar,2019,,0.72,-0.671373837,-0.246390175,,,,0.631236374,163,-1.177037385,-0.095637056,0.678372383,0.52,0.73,-1.195094824,,,,,,,0,1/1/2019,,
680,680,PAK,Pakistan,2000,3401.113326,-0.84,-0.038793285,-0.016674519,4.260088012,824.7328639,,-0.597335398,0,-0.46907627,0.200328435,-1.10303247,-0.76,-0.93,-1.220253587,,70,55,50,14,50,1,1/1/2000,0,0
681,681,PAK,Pakistan,2001,3382.17412,-0.84,0.040829681,-0.000934729,1.982484032,820.1403132,,-0.597335398,12,0.442849287,0.313014444,-1.10303247,-0.76,-0.93,-1.220253587,,70,55,50,14,50,1,1/1/2001,0,0
682,682,PAK,Pakistan,2002,3407.858191,-0.91,-0.708308238,-0.288224147,3.224429973,826.3684199,,-0.406656832,24,-1.814017389,-1.138510844,-1.640733004,-0.78,-0.78,-1.109006166,,70,55,50,14,50,1,1/1/2002,0,0
683,683,PAK,Pakistan,2003,3490.308899,-0.76,0.14800859,0.262958555,4.846320935,846.3618169,,-0.403054506,36,0.537011599,0.4421668,-1.548632026,-0.71,-0.77,-1.170764208,,70,55,50,14,50,1,1/1/2003,0,0
684,684,PAK,Pakistan,2004,3662.067015,-1.08,-0.10160002,0.395026233,7.368571359,888.0112856,,-0.462905556,48,-0.008951794,1.1205019,-1.583140016,-0.91,-0.88,-1.142131209,,70,55,50,14,50,1,1/1/2004,0,0
685,685,PAK,Pakistan,2005,3853.336083,-1.05,-0.091204729,0.219396315,7.667304271,934.3919471,,-0.453118086,60,-0.223380381,0.642994965,-1.753716588,-0.64,-0.89,-0.976286173,,70,55,50,14,50,1,1/1/2005,0,0
686,686,PAK,Pakistan,2006,3998.620372,-0.81,-0.117640943,0.205265614,6.177542036,969.6218016,,-0.375228018,72,0.086556233,0.516707275,-2.025915861,-0.48,-0.86,-0.886475384,,70,55,50,14,50,1,1/1/2006,0,0
687,687,PAK,Pakistan,2007,4097.304698,-0.82,-1.981304425,-0.038672439,4.832817277,993.5516737,,-0.479456007,84,-2.161961774,-0.28015648,-2.429894209,-0.53,-0.89,-0.949874163,,70,55,50,14,50,1,1/1/2007,0,0
688,688,PAK,Pakistan,2008,4073.773767,-0.9,-0.18974344,0.242483503,1.701405465,987.8456798,,-0.72371012,96,-0.535957377,1.558707348,-2.572858095,-0.6,-0.97,-0.838403463,,70,55,50,14,50,1,1/1/2008,0,0
689,689,PAK,Pakistan,2009,4096.608873,-1.07,-0.031926927,0.146361566,2.831658519,993.3829437,,-0.800802648,108,0.178568665,0.057429733,-2.644810915,-0.58,-0.83,-0.855752885,,70,55,50,14,50,1,1/1/2009,0,0
690,690,PAK,Pakistan,2010,4071.975926,-1.09,0.139962419,-0.046757655,1.606688629,987.409723,,-0.765858889,120,-0.288184105,-0.48765678,-2.675933123,-0.6,-0.74,-0.79866308,,70,55,50,14,50,1,1/1/2010,0,0
691,691,PAK,Pakistan,2011,4094.527112,-1.08,-0.115739457,0.292108875,2.748405917,992.8781395,,-0.817900777,132,-0.2558586,0.772463981,-2.810035467,-0.63,-0.9,-0.829199433,,70,55,50,14,50,1,1/1/2011,0,0
692,692,PAK,Pakistan,2012,4148.942547,-1.06,-0.657193751,-0.179770917,3.50703342,1006.073289,,-0.777933121,144,-1.645921073,-0.337430584,-2.677003622,-0.72,-0.88,-0.843582153,,70,55,50,14,50,1,1/1/2012,0,0
693,693,PAK,Pakistan,2013,4241.18504,-0.96,0.246949053,0.053851891,4.396456633,1028.441086,,-0.791803539,156,1.292683591,0.070848531,-2.603302002,-0.7,-0.86,-0.799480557,,70,55,50,14,50,1,1/1/2013,0,0
694,694,PAK,Pakistan,2014,4347.527506,-0.83,-0.017038199,-0.224926623,4.674707981,1054.227974,,-0.755000889,168,0.301205711,-0.432069615,-2.401279211,-0.68,-0.76,-0.716023862,,70,55,50,14,50,1,1/1/2014,0,0
695,695,PAK,Pakistan,2015,4459.146517,-0.81,-0.485601837,-0.208432358,4.731147475,1081.294366,,-0.667518258,180,-1.204367183,-0.364180006,-2.482707977,-0.63,-0.77,-0.722066283,,70,55,50,14,50,1,1/1/2015,0,0
696,696,PAK,Pakistan,2016,4608.527214,-0.88,0.271339439,-0.293683699,5.526735845,1117.517555,,-0.65333569,192,1.18477777,-1.019410347,-2.483173132,-0.64,-0.8,-0.700991392,,70,55,50,14,50,1,1/1/2016,0,0
697,697,PAK,Pakistan,2017,4764.599413,-0.78,-0.328620726,0.115296096,5.554276757,1155.36336,,-0.597638249,204,0.00695534,1.18926479,-2.405903339,-0.59,-0.72,-0.694863021,,70,55,50,14,50,1,1/1/2017,0,0
698,698,PAK,Pakistan,2018,4939.780017,-0.79,-0.32214736,-0.001062923,5.830241905,1197.842744,,-0.633844316,216,-0.493445758,0.507591556,-2.267434835,-0.64,-0.67,-0.800693333,,70,55,50,14,50,1,1/1/2018,0,0
699,699,PAK,Pakistan,2019,,-0.79,-0.946116734,0.257159446,,,,-0.633844316,228,-1.991505877,0.911636566,-2.267434835,-0.64,-0.67,-0.800693333,,70,55,50,14,50,1,1/1/2019,0,0
700,700,ARG,Argentina,2000,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2000,,62
701,701,ARG,Argentina,2001,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2001,,62
702,702,ARG,Argentina,2002,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2002,,62
703,703,ARG,Argentina,2003,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2003,,62
704,704,ARG,Argentina,2004,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2004,,62
705,705,ARG,Argentina,2005,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2005,,62
706,706,ARG,Argentina,2006,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2006,,62
707,707,ARG,Argentina,2007,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2007,,62
708,708,ARG,Argentina,2008,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2008,,62
709,709,ARG,Argentina,2009,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2009,,62
710,710,ARG,Argentina,2010,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2010,,62
711,711,ARG,Argentina,2011,,,,,,,,,,,,,,,,,86,49,56,46,20,0,1/1/2011,,62
712,712,ARG,Argentina,2012,19392.30979,-0.44,-0.072750691,0.047778577,-1.026420454,10649.83729,144.3997021,-0.23857522,10,0.112864043,0.776663512,0.103040546,-0.93,-0.68,0.295209914,,86,49,56,46,20,0,1/1/2012,,62
713,713,ARG,Argentina,2013,19637.75538,-0.43,-0.280414511,0.20576718,2.405323781,10784.6307,87.9169122,-0.277548879,22,-1.784940555,0.435228532,0.065314263,-0.96,-0.71,0.27698788,,86,49,56,46,20,0,1/1/2013,,62
714,714,ARG,Argentina,2014,18935.0025,-0.54,0.476986576,-0.025781455,-2.512615321,10398.69401,79.3246293,-0.159135252,34,1.895482761,-0.26218792,-0.005121871,-1.07,-0.89,0.345320523,,86,49,56,46,20,0,1/1/2014,,62
715,715,ARG,Argentina,2015,19243.57947,-0.55,-0.061202568,-0.245554411,2.731159828,10568.15781,98.01589874,-0.075008102,46,0.012367897,-0.508194231,0.01478538,-0.91,-0.77,0.41178757,,86,49,56,46,20,0,1/1/2015,,62
716,716,ARG,Argentina,2016,18645.09185,-0.28,-0.189048322,0.02459703,-2.080327844,10239.48135,171.8984375,0.162129194,58,-1.028308212,-0.115172241,0.204625502,-0.47,-0.39,0.492563069,,86,49,56,46,20,0,1/1/2016,,62
717,717,ARG,Argentina,2017,18945.14402,-0.26,-0.667338735,-0.287282834,2.668590379,10404.26351,64.62362354,0.149541974,70,-2.494242072,-0.88398913,0.16943635,-0.29,-0.25,0.527112961,,86,49,56,46,20,0,1/1/2017,,62
718,718,ARG,Argentina,2018,18288.2446,-0.08,0.045549487,0.050924851,-2.481792445,10043.50855,42.18812919,0.025987763,82,-0.152985804,0.548872109,0.019931927,-0.24,-0.24,0.565301538,,86,49,56,46,20,0,1/1/2018,,62
719,719,ARG,Argentina,2019,,-0.08,-0.227111217,0.175136105,,,178.0317472,0.025987763,94,-1.277885689,0.386670058,0.019931927,-0.24,-0.24,0.565301538,,86,49,56,46,20,0,1/1/2019,,62
720,720,IRL,Ireland,2000,40644.71341,1.43,0.129711067,-0.032987985,9.445750602,44101.10739,,1.665905118,0,0.451542722,-0.592806471,1.585570574,1.85,1.57,1.408248782,,35,28,68,70,24,1,1/1/2000,43,65
721,721,IRL,Ireland,2001,42114.22808,1.43,0.095639007,-0.005329216,5.278431341,45695.58841,,1.665905118,12,1.248596175,-0.079861642,1.585570574,1.85,1.57,1.408248782,,35,28,68,70,24,1,1/1/2001,43,65
722,722,IRL,Ireland,2002,43861.91149,1.41,0.896023467,0.194220435,5.919816051,47591.89343,,1.630156636,24,2.82123104,0.585374801,1.507423997,1.77,1.63,1.270815134,,35,28,68,70,24,1,1/1/2002,43,65
723,723,IRL,Ireland,2003,44456.42393,1.46,-0.405470901,0.276487681,3.019969048,48236.96272,,1.559118867,36,-2.041661344,0.638360254,1.349686265,1.62,1.52,1.276466012,,35,28,68,70,24,1,1/1/2003,43,65
724,724,IRL,Ireland,2004,46584.94456,1.29,0.03606078,0.152501901,6.721353321,50546.49105,,1.540082693,48,0.444614787,-0.077677944,1.172185302,1.58,1.53,1.477552295,,35,28,68,70,24,1,1/1/2004,43,65
725,725,IRL,Ireland,2005,48179.12962,1.59,-0.069120324,-0.176790697,5.700089237,52276.24433,,1.735596895,60,0.278094839,-0.471957787,1.299880028,1.49,1.6,1.623854518,,35,28,68,70,24,1,1/1/2005,43,65
726,726,IRL,Ireland,2006,49275.70003,1.71,-0.081358055,-0.051669169,5.070901037,53466.06622,,1.536328793,72,-0.157883324,-0.286277268,1.191982985,1.84,1.72,1.39654088,,35,28,68,70,24,1,1/1/2006,43,65
727,727,IRL,Ireland,2007,50420.36315,1.75,0.290888209,-0.003377498,5.32426724,54708.07058,,1.560755491,84,0.914388452,0.519473662,1.21446681,1.85,1.75,1.397141814,,35,28,68,70,24,1,1/1/2007,43,65
728,728,IRL,Ireland,2008,47189.40961,1.75,-0.106964442,-0.324580888,-4.480383335,51202.35932,,1.500238299,96,-0.85679069,-0.522285074,1.186240435,1.91,1.72,1.422590494,,35,28,68,70,24,1,1/1/2008,43,65
729,729,IRL,Ireland,2009,44339.9201,1.76,0.526204917,-0.202613287,-5.079212673,48110.5515,,1.336170197,108,0.921491586,-0.671450725,1.056545377,1.7,1.75,1.353574395,,35,28,68,70,24,1,1/1/2009,43,65
730,730,IRL,Ireland,2010,44897.15836,1.69,-0.113617413,0.583426979,1.809979744,48715.17686,,1.349588037,120,0.042446807,1.297203027,1.020165324,1.62,1.77,1.324431896,,35,28,68,70,24,1,1/1/2010,43,65
731,731,IRL,Ireland,2011,44855.3247,1.56,-0.176599235,0.150291362,0.343440795,48669.7857,,1.455905318,132,-0.628157539,-0.098618543,0.948998928,1.6,1.76,1.305360556,,35,28,68,70,24,1,1/1/2011,43,65
732,732,IRL,Ireland,2012,44766.4722,1.46,0.232660871,0.123904317,0.225714843,48573.37725,,1.547128439,144,0.745359732,0.272099593,0.941072702,1.57,1.73,1.322521329,,35,28,68,70,24,1,1/1/2012,43,65
733,733,IRL,Ireland,2013,45133.27225,1.54,-0.218661864,-0.105430195,1.351634004,48971.36968,,1.485335708,156,-1.213152053,-0.342626565,0.901075721,1.58,1.73,1.311735153,,35,28,68,70,24,1,1/1/2013,43,65
734,734,IRL,Ireland,2014,48638.33593,1.6,-0.442153701,-0.068457843,8.556687985,52774.50118,,1.597104549,168,-1.005279182,-0.30079043,1.052991152,1.76,1.78,1.317501187,,35,28,68,70,24,1,1/1/2014,43,65
735,735,IRL,Ireland,2015,60304.48886,1.62,-0.122317276,-0.130525434,25.16253305,65432.73444,,1.533082247,180,-0.739293162,-0.552049568,0.908455491,1.82,1.77,1.334673524,,35,28,68,70,24,1,1/1/2015,43,65
736,736,IRL,Ireland,2016,61820.57156,1.58,0.005256411,-0.023654641,3.677815811,67077.74361,,1.331620812,192,0.408997739,0.204563534,0.847818851,1.74,1.52,1.290975094,,35,28,68,70,24,1,1/1/2016,43,65
737,737,IRL,Ireland,2017,66132.14243,1.55,0.185134387,-0.013581266,8.145296156,71755.96702,,1.290976882,204,0.885844156,-0.373571624,1.002214789,1.59,1.43,1.293332815,,35,28,68,70,24,1,1/1/2017,43,65
738,738,IRL,Ireland,2018,70855.32724,1.55,-0.029629949,0.071933687,8.169870933,76880.8077,,1.420338392,216,0.192981537,0.653151947,1.030591249,1.6,1.46,1.318750381,,35,28,68,70,24,1,1/1/2018,43,65
739,739,IRL,Ireland,2019,,1.55,0.234454958,-0.19758775,,,,1.420338392,228,0.948629188,-0.119295172,1.030591249,1.6,1.46,1.318750381,,35,28,68,70,24,1,1/1/2019,43,65
740,740,SWE,Sweden,2000,36820.83703,2.3,0.15267214,0.255392601,4.874525358,44694.42666,,1.962456584,0,-0.351694279,0.395963915,1.392898321,1.41,1.83,1.57328856,,29,31,5,71,53,0,1/1/2000,33,78
741,741,SWE,Sweden,2001,37261.16692,2.3,0.157592095,0.599967396,1.467917592,45228.91457,,1.962456584,12,0.094442509,3.571342319,1.392898321,1.41,1.83,1.57328856,,29,31,5,71,53,0,1/1/2001,33,78
742,742,SWE,Sweden,2002,37955.72067,2.26,0.258085677,0.258743286,2.196059298,46071.98832,,2.026077509,24,0.488407748,1.03231116,1.478317618,1.64,1.88,1.50778389,,29,31,5,71,53,0,1/1/2002,33,78
743,743,SWE,Sweden,2003,38663.54493,2.21,-0.166247363,-0.16653349,2.244606492,46931.1703,,2.082847834,36,-0.470229124,-0.587452766,1.342788935,1.64,1.93,1.548605323,,29,31,5,71,53,0,1/1/2003,33,78
744,744,SWE,Sweden,2004,40177.85041,2.16,-0.049078212,-0.410657046,4.326131277,48769.28753,,2.121819973,48,-0.17947361,-1.236953165,1.362902045,1.68,1.89,1.739247203,,29,31,5,71,53,0,1/1/2004,33,78
745,745,SWE,Sweden,2005,41176.34662,2.02,0.216351221,-0.24343873,2.895893562,49981.29734,,1.892861724,60,0.915864573,0.114729268,1.30102706,1.53,1.81,1.584472775,,29,31,5,71,53,0,1/1/2005,33,78
746,746,SWE,Sweden,2006,42829.89321,2.2,-0.141985088,-0.320319187,4.60248861,51988.43033,,1.80431509,72,-0.533540339,-1.237266187,1.294892907,1.44,1.86,1.48571825,,29,31,5,71,53,0,1/1/2006,33,78
747,747,SWE,Sweden,2007,43972.04928,2.24,0.077127393,0.413778599,3.430883908,53374.81953,,2.025398016,84,0.620319116,1.357268965,1.271177053,1.57,1.91,1.510136127,,29,31,5,71,53,0,1/1/2007,33,78
748,748,SWE,Sweden,2008,43525.10868,2.23,-0.068869867,-0.197933723,-0.242293278,52832.30732,,1.956433296,96,-0.369340468,-0.453486741,1.129975915,1.64,1.93,1.520166636,,29,31,5,71,53,0,1/1/2008,33,78
749,749,SWE,Sweden,2009,41327.62625,2.25,-0.316452018,-0.217421247,-4.236420514,50164.92588,,2.045358896,108,-0.906329809,-0.936258279,1.085467935,1.65,1.97,1.546039462,,29,31,5,71,53,0,1/1/2009,33,78
750,750,SWE,Sweden,2010,43512.86159,2.27,-0.430067122,0.152778783,6.189029435,52817.44137,,2.004213095,120,-1.743176316,0.343130033,1.094170451,1.66,1.96,1.542726278,,29,31,5,71,53,0,1/1/2010,33,78
751,751,SWE,Sweden,2011,44503.67324,2.2,-0.257784913,0.042358502,3.052323529,54020.12338,,1.96506381,132,-0.596160675,0.050624781,1.230688095,1.9,1.94,1.612955451,,29,31,5,71,53,0,1/1/2011,33,78
752,752,SWE,Sweden,2012,43896.92901,2.31,0.04732799,-0.098467845,-0.630974367,53283.63591,,1.957009554,144,0.448470396,-0.285430519,1.170597196,1.91,1.95,1.690358043,,29,31,5,71,53,0,1/1/2012,33,78
753,753,SWE,Sweden,2013,44000.03572,2.29,-0.244606264,0.179488994,1.0878312,53408.79046,,1.909026146,156,-0.314445417,0.721263474,1.127778053,1.91,1.97,1.658110142,,29,31,5,71,53,0,1/1/2013,33,78
754,754,SWE,Sweden,2014,44762.4903,2.15,-0.084292873,0.214851802,2.747287716,54334.28463,,1.803889275,168,0.332920806,1.150541888,1.065414786,1.81,1.99,1.61108911,,29,31,5,71,53,0,1/1/2014,33,78
755,755,SWE,Sweden,2015,46249.68585,2.24,0.295503956,-0.094524481,4.420799639,56139.49489,,1.815902472,180,0.818475548,-0.065793074,0.947106421,1.82,2.04,1.565309644,,29,31,5,71,53,0,1/1/2015,33,78
756,756,SWE,Sweden,2016,46774.30323,2.19,0.071584424,-0.162242114,2.413038141,56776.29391,,1.773643494,192,0.156422532,-0.451544972,1.017940879,1.85,2.02,1.563903809,,29,31,5,71,53,0,1/1/2016,33,78
757,757,SWE,Sweden,2017,47261.30015,2.14,-0.554717834,0.417105673,2.411851453,57367.4279,,1.837575555,204,-1.326265829,0.935657666,0.98420006,1.8,1.94,1.576979995,,29,31,5,71,53,0,1/1/2017,33,78
758,758,SWE,Sweden,2018,47717.66474,2.14,-0.030827708,-0.085628757,2.225238612,57921.37928,,1.830975056,216,0.037143392,-0.249499285,0.913687646,1.8,1.9,1.61105454,,29,31,5,71,53,0,1/1/2018,33,78
759,759,SWE,Sweden,2019,,2.14,0.16640409,-0.089175926,,,,1.830975056,228,1.011507854,-0.127987968,0.913687646,1.8,1.9,1.61105454,,29,31,5,71,53,0,1/1/2019,33,78
760,760,BEL,Belgium,2000,36580.11371,1.5,1.033338925,-0.356651407,3.716677113,39588.59801,,1.734675765,0,1.941146729,-1.056706914,1.130376697,1.2,1.34,1.366504431,,94,65,54,75,82,0,1/1/2000,38,57
761,761,BEL,Belgium,2001,36855.37182,1.5,0.212320898,0.234296898,1.09961616,39886.49436,,1.734675765,12,1.375990461,0.741335228,1.130376697,1.2,1.34,1.366504431,,94,65,54,75,82,0,1/1/2001,38,57
762,762,BEL,Belgium,2002,37316.79708,1.5,0.386385228,0.09870991,1.706889159,40385.86895,,1.978010178,24,1.279122044,0.176071145,1.264332652,1.3,1.37,1.377452493,,94,65,54,75,82,0,1/1/2002,38,57
763,763,BEL,Belgium,2003,37546.61273,1.42,-0.199752008,0.145810398,1.037953053,40634.58549,,1.933774114,36,-0.366875648,-0.368870541,0.859670281,1.31,1.37,1.478290319,,94,65,54,75,82,0,1/1/2003,38,57
764,764,BEL,Belgium,2004,38719.53794,1.38,-0.071022929,-0.342994121,3.571192891,41903.97642,,1.875864148,48,0.38684067,-1.335030403,0.710141778,1.36,1.33,1.440266132,,94,65,54,75,82,0,1/1/2004,38,57
765,765,BEL,Belgium,2005,39401.17834,1.39,-0.026768926,-0.142346738,2.32173738,42641.67746,,1.711561441,60,-0.241797544,-0.916678845,0.795810878,1.27,1.27,1.420762181,,94,65,54,75,82,0,1/1/2005,38,57
766,766,BEL,Belgium,2006,40141.20615,1.31,-0.048661929,-0.375919435,2.552353767,43442.5679,,1.747100949,72,-0.172360249,-0.681288048,0.857654214,1.33,1.24,1.342394352,,94,65,54,75,82,0,1/1/2006,38,57
767,767,BEL,Belgium,2007,41312.67715,1.36,0.065796747,-0.013313308,3.676918241,44710.38502,,1.608859658,84,0.176624858,0.457211744,0.757429183,1.42,1.33,1.36077106,,94,65,54,75,82,0,1/1/2007,38,57
768,768,BEL,Belgium,2008,41170.78264,1.37,0.060199766,0.544231286,0.446916545,44556.82058,,1.389755607,96,-0.040597466,2.89905867,0.621243298,1.41,1.35,1.324988484,,94,65,54,75,82,0,1/1/2008,38,57
769,769,BEL,Belgium,2009,40015.57015,1.46,-0.380229461,-0.196501071,-2.020725816,43306.59913,,1.571341515,108,-1.224878009,-0.342161675,0.819908977,1.31,1.38,1.346693039,,94,65,54,75,82,0,1/1/2009,38,57
770,770,BEL,Belgium,2010,40787.37322,1.53,-0.195663629,0.117192417,2.864285327,44141.87814,,1.575025916,120,-0.830807978,0.36134689,0.810646176,1.29,1.39,1.360687137,,94,65,54,75,82,0,1/1/2010,38,57
771,771,BEL,Belgium,2011,40942.37271,1.58,-0.047781331,-0.006387983,1.694497446,44309.62537,,1.656355858,132,-0.168273352,-0.085020534,0.954535425,1.24,1.42,1.325163245,,94,65,54,75,82,0,1/1/2011,38,57
772,772,BEL,Belgium,2012,40990.03582,1.61,0.058729386,-0.100736921,0.739229905,44361.20847,,1.602476358,144,0.23202506,-0.280709866,0.92359972,1.23,1.43,1.349421859,,94,65,54,75,82,0,1/1/2012,38,57
773,773,BEL,Belgium,2013,40984.64053,1.67,0.894827269,-0.261300386,0.45922805,44355.36945,,1.607339144,156,3.152216407,-0.844951594,0.940082729,1.29,1.44,1.373045683,,94,65,54,75,82,0,1/1/2013,38,57
774,774,BEL,Belgium,2014,41447.18738,1.57,0.315709928,-0.055394313,1.57852323,44855.95787,,1.381594181,168,1.258246398,0.019396331,0.701269448,1.16,1.52,1.366339207,,94,65,54,75,82,0,1/1/2014,38,57
775,775,BEL,Belgium,2015,42045.38362,1.57,-0.067061674,-0.34435046,2.032788973,45503.35199,,1.438440561,180,-0.865437608,-0.907581809,0.587094605,1.29,1.46,1.387440085,,94,65,54,75,82,0,1/1/2015,38,57
776,776,BEL,Belgium,2016,42465.18751,1.64,0.075326621,0.248439315,1.511106034,45957.68211,,1.326213479,192,0.211969788,0.48042094,0.441367298,1.34,1.39,1.376961827,,94,65,54,75,82,0,1/1/2016,38,57
777,777,BEL,Belgium,2017,43132.80554,1.5,0.460247249,-0.287959524,1.964192755,46680.20752,,1.181692719,204,1.686247116,-1.299548593,0.428070664,1.24,1.34,1.384984851,,94,65,54,75,82,0,1/1/2017,38,57
778,778,BEL,Belgium,2018,43582.1284,1.51,-0.236521986,0.096736023,1.458405353,47166.48436,,1.171748161,216,-0.653687362,0.557048077,0.412356049,1.23,1.37,1.397253394,,94,65,54,75,82,0,1/1/2018,38,57
779,779,BEL,Belgium,2019,,1.51,-0.306781579,0.066604543,,,,1.171748161,228,-1.172406816,-0.258658384,0.412356049,1.23,1.37,1.397253394,,94,65,54,75,82,0,1/1/2019,38,57
780,780,CHE,Switzerland,2000,50776.00365,2.11,-0.131079255,-0.217029175,3.936932161,67807.98757,,2.042146683,0,0.392179504,-0.767216432,1.579547167,1.86,1.98,1.413346887,,58,34,70,68,74,0,1/1/2000,40,66
781,781,CHE,Switzerland,2001,51117.83731,2.11,-0.053258217,0.857043343,1.312269832,68264.48377,,2.042146683,12,0.275499591,4.451775007,1.579547167,1.86,1.98,1.413346887,,58,34,70,68,74,0,1/1/2001,40,66
782,782,CHE,Switzerland,2002,50815.10353,2.11,0.476412952,-0.561336741,0.162613317,67860.20288,,2.000211477,24,1.002837626,-1.601305902,1.544933558,1.78,1.95,1.42574501,,58,34,70,68,74,0,1/1/2002,40,66
783,783,CHE,Switzerland,2003,50459.44982,2.07,-0.290534682,-0.027940392,0.039569003,67385.25091,,1.817973256,36,-1.179480453,-0.059427869,1.247231722,1.72,1.94,1.453932285,,58,34,70,68,74,0,1/1/2003,40,66
784,784,CHE,Switzerland,2004,51505.07485,2.01,-0.058226517,-0.049796769,2.776296688,68781.61384,,2.180724144,48,0.253707447,-0.477397447,1.22819221,1.65,1.91,1.692533612,,58,34,70,68,74,0,1/1/2004,40,66
