,Unnamed: 0,cncode,country,year,GDP,corruption,duvol,duvol_annual,gdpGrowth,gdpPerCapita,geopoliticalRisk,governmentEffectiveness,month,negskew,negskew_annual,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,Unnamed: 18,uai,pdi,mas,idv,ltowvs,com,Date,lto,ivr
0,0,CHN,China,2000,3689.967255,-0.22,0.164937374,0.456510524,8.491508492,1767.833627,103.7854301,-0.108963028,0,0.407032021,0.604328441,-0.208933994,-0.34,-0.53,-1.384080529,,30,80,66,20,87,0,1/1/2000,118,24
1,1,CHN,China,2001,3968.773863,-0.22,0.266630256,0.078507054,8.33991055,1901.40763,116.7411308,-0.108963028,12,-0.122611042,-0.004816596,-0.208933994,-0.34,-0.53,-1.384080529,,30,80,66,20,87,0,1/1/2001,118,24
2,2,CHN,China,2002,4302.226871,-0.52,0.041382088,0.320016382,9.130645945,2061.162284,125.8084484,-0.060270559,24,0.130958433,0.931747065,-0.327094465,-0.51,-0.5,-1.594193101,,30,80,66,20,87,0,1/1/2002,118,24
3,3,CHN,China,2003,4704.5868,-0.36,-0.462269727,-0.136146353,10.03560303,2253.929689,163.8289093,-0.082087658,36,-1.541558228,-0.230332132,-0.563666165,-0.33,-0.53,-1.512429118,,30,80,66,20,87,0,1/1/2003,118,24
4,4,CHN,China,2004,5149.601901,-0.56,-0.101695207,-0.208299987,10.11122346,2467.132843,88.5931051,-0.055238146,48,-0.405935038,-0.479582475,-0.390191853,-0.31,-0.53,-1.462463975,,30,80,66,20,87,0,1/1/2004,118,24
5,5,CHN,China,2005,5702.800579,-0.61,0.050193335,0.351938027,11.39577594,2732.16588,96.91117401,-0.119986556,60,0.515948291,0.925963635,-0.501789033,-0.15,-0.59,-1.500785112,,30,80,66,20,87,0,1/1/2005,118,24
6,6,CHN,China,2006,6392.373888,-0.51,-0.441962015,0.127290076,12.71947902,3062.534905,82.42491885,0.07047493,72,-1.28025779,-0.573909999,-0.539763808,-0.2,-0.64,-1.74897027,,30,80,66,20,87,0,1/1/2006,118,24
7,7,CHN,China,2007,7264.060036,-0.59,0.157955975,0.169741057,14.23138804,3480.152725,94.11879949,0.182777718,84,0.357966532,0.09419144,-0.498820543,-0.17,-0.54,-1.721250176,,30,80,66,20,87,0,1/1/2007,118,24
8,8,CHN,China,2008,7924.644365,-0.52,-0.036909322,-0.138492046,9.654289373,3796.633363,74.14583315,0.150767997,96,0.065693338,-0.61096779,-0.491274953,-0.15,-0.42,-1.699497223,,30,80,66,20,87,0,1/1/2008,118,24
9,9,CHN,China,2009,8626.532479,-0.51,-0.155289792,0.185669569,9.399813171,4132.902312,102.0160402,0.093804412,108,-0.212407052,0.45964683,-0.449346364,-0.22,-0.41,-1.701171041,,30,80,66,20,87,0,1/1/2009,118,24
10,10,CHN,China,2010,9498.079744,-0.56,0.275601483,0.129402704,10.63614046,4550.453596,76.43050497,0.088648684,120,0.959986906,0.410827839,-0.657060683,-0.23,-0.41,-1.68054831,,30,80,66,20,87,0,1/1/2010,118,24
11,11,CHN,China,2011,10355.49571,-0.51,0.070449484,0.267792573,9.55091409,4961.234689,99.18857184,0.088201523,132,0.295689915,1.046262831,-0.602054834,-0.22,-0.46,-1.637609124,,30,80,66,20,87,0,1/1/2011,118,24
12,12,CHN,China,2012,11115.11068,-0.44,-0.184840163,-0.293818641,7.859627493,5325.160106,97.93979571,0.023425933,144,-1.119123084,-0.681556298,-0.53878206,-0.24,-0.54,-1.63794148,,30,80,66,20,87,0,1/1/2012,118,24
13,13,CHN,China,2013,11919.6071,-0.36,-0.247828099,0.136330354,7.768615284,5710.587873,101.6522251,0.003648124,156,-0.347715637,0.802376799,-0.543789923,-0.29,-0.52,-1.631408572,,30,80,66,20,87,0,1/1/2013,118,24
14,14,CHN,China,2014,12725.0891,-0.34,0.108055039,-0.080758859,7.299518921,6096.487817,93.5800789,0.322888315,168,0.824874546,-0.043285945,-0.522584021,-0.28,-0.41,-1.616668105,,30,80,66,20,87,0,1/1/2014,118,24
15,15,CHN,China,2015,13534.84624,-0.28,0.08014482,-0.43677939,6.90531667,6484.435948,97.43621357,0.407863945,180,0.493665963,-1.5962307,-0.550294638,-0.29,-0.41,-1.660776854,,30,80,66,20,87,0,1/1/2015,118,24
16,16,CHN,China,2016,14368.6308,-0.25,0.209156593,0.153392049,6.736675253,6883.895425,107.2520227,0.35487476,192,0.920821509,0.553447097,-0.499395043,-0.26,-0.33,-1.561286569,,30,80,66,20,87,0,1/1/2016,118,24
17,17,CHN,China,2017,15253.99307,-0.27,-0.438320814,-0.000403784,6.757007611,7308.065366,124.7920745,0.42046991,204,-1.12066702,-0.160846121,-0.231012836,-0.15,-0.26,-1.50477922,,30,80,66,20,87,0,1/1/2017,118,24
18,18,CHN,China,2018,16181.77772,-0.27,-0.5010911,-0.066861759,6.56697386,7752.559525,115.8951347,0.477128386,216,-1.92085139,0.185499499,-0.261062086,-0.14,-0.2,-1.449377298,,30,80,66,20,87,0,1/1/2018,118,24
19,19,CHN,China,2019,,-0.27,-0.103824536,0.426921289,,,167.2269044,0.477128386,228,-0.2333059,1.068524997,-0.261062086,-0.14,-0.2,-1.449377298,,30,80,66,20,87,0,1/1/2019,118,24
20,20,USA,United States,2000,45661.26867,1.66,-0.067823249,0.05020875,4.127484014,44726.9654,,1.80265069,0,-0.88609488,0.495488376,1.084508181,1.76,1.59,1.310166717,,46,40,62,91,26,1,1/1/2000,29,68
21,21,USA,United States,2001,45662.93484,1.66,-0.279344309,0.007560701,0.998340795,44728.59748,,1.80265069,12,-1.506330717,-0.35722272,1.084508181,1.76,1.59,1.310166717,,46,40,62,91,26,1,1/1/2001,29,68
22,22,USA,United States,2002,46029.199,1.92,-0.210724732,-0.015135628,1.74169525,45087.36728,,1.680200219,24,-0.748508529,0.598542823,0.287508965,1.6,1.55,1.344568133,,46,40,62,91,26,1,1/1/2002,29,68
23,23,USA,United States,2003,46941.00329,1.76,0.013480308,-0.089294553,2.861210767,45980.51458,,1.602975726,36,0.741316699,-0.186830606,0.081288747,1.6,1.59,1.33822763,,46,40,62,91,26,1,1/1/2003,29,68
24,24,USA,United States,2004,48275.3861,1.83,-0.474235761,0.237036882,3.798891127,47287.59377,,1.761567831,48,-1.127072851,0.797418853,-0.231348217,1.57,1.44,1.327751994,,46,40,62,91,26,1,1/1/2004,29,68
25,25,USA,United States,2005,49512.92679,1.55,-0.177294986,0.440204782,3.513213797,48499.81238,,1.536153436,60,-0.165946271,1.264726331,-0.058653533,1.61,1.54,1.294523597,,46,40,62,91,26,1,1/1/2005,29,68
26,26,USA,United States,2006,50437.80623,1.35,0.092691393,-0.373520973,2.854972292,49405.7673,,1.586170435,72,0.32451415,-0.416000848,0.493943274,1.64,1.61,1.101621866,,46,40,62,91,26,1,1/1/2006,29,68
27,27,USA,United States,2007,50897.73124,1.39,-0.309623347,-0.145872256,1.876171458,49856.28149,,1.649808764,84,-0.344786747,-0.326531186,0.375729948,1.49,1.63,1.109810352,,46,40,62,91,26,1,1/1/2007,29,68
28,28,USA,United States,2008,50349.71532,1.45,-0.175489847,0.021504803,-0.136579805,49319.47886,,1.613997698,96,-0.731921823,-0.464297471,0.585223854,1.53,1.64,1.144266844,,46,40,62,91,26,1,1/1/2008,29,68
29,29,USA,United States,2009,48644.15111,1.29,-0.09251818,-0.059542764,-2.536757066,47648.81325,,1.506893635,108,0.150014017,0.251949709,0.4484303,1.4,1.6,1.097206473,,46,40,62,91,26,1,1/1/2009,29,68
30,30,USA,United States,2010,49479.24868,1.27,-0.332759443,-0.001972192,2.563766559,48466.82338,,1.557596087,120,-0.518967831,-0.464588391,0.438403934,1.45,1.64,1.133605719,,46,40,62,91,26,1,1/1/2010,29,68
31,31,USA,United States,2011,49883.11398,1.27,-0.235382283,0.088298165,1.550835506,48862.42494,,1.51956737,132,-0.656503463,0.374011184,0.591247261,1.46,1.6,1.126965761,,46,40,62,91,26,1,1/1/2011,29,68
32,32,USA,United States,2012,50632.44345,1.41,-0.060973243,0.188865152,2.249545852,49596.42192,,1.529325604,144,0.398096478,0.179016428,0.632442117,1.3,1.63,1.161587,,46,40,62,91,26,1,1/1/2012,29,68
33,33,USA,United States,2013,51208.89243,1.31,-0.377165161,-0.183787981,1.842081071,50161.07582,,1.523666263,156,-0.955236955,-0.682551494,0.643072605,1.27,1.56,1.103018641,,46,40,62,91,26,1,1/1/2013,29,68
34,34,USA,United States,2014,52080.79257,1.38,0.143053117,0.087721732,2.451973035,51015.13548,,1.467586279,168,-0.432591474,-0.48291366,0.582419634,1.28,1.61,1.07122314,,46,40,62,91,26,1,1/1/2014,29,68
35,35,USA,United States,2015,53187.57337,1.4,0.010952427,0.167769582,2.880910466,52099.26976,,1.463522434,180,0.765065792,0.473508636,0.678062379,1.26,1.6,1.109821081,,46,40,62,91,26,1,1/1/2015,29,68
36,36,USA,United States,2016,53631.75762,1.37,0.013603397,-0.369501686,1.56721517,52534.36528,,1.476792574,192,0.010354379,-0.91188206,0.402302921,1.5,1.62,1.109279513,,46,40,62,91,26,1,1/1/2016,29,68
37,37,USA,United States,2017,54470.79667,1.38,0.050138111,0.229270285,2.21701033,53356.23624,,1.554298401,204,0.173534069,0.328393695,0.335552722,1.63,1.64,1.049652219,,46,40,62,91,26,1,1/1/2017,29,68
38,38,USA,United States,2018,55719.11998,1.32,-0.001972454,-0.086728774,2.927322728,54579.01684,,1.576998353,216,0.045629096,-1.022074997,0.477460861,1.58,1.45,1.039328814,,46,40,62,91,26,1,1/1/2018,29,68
39,39,USA,United States,2019,,1.32,0.28257988,-0.288293576,,,,1.576998353,228,1.373438578,-0.557322582,0.477460861,1.58,1.45,1.039328814,,46,40,62,91,26,1,1/1/2019,29,68
40,40,CAN,Canada,2000,33742.09832,2.12,-0.019985939,0.232848353,4.917762714,39340.74816,,1.931157827,0,-0.726158253,1.093973974,1.168465853,1.52,1.69,1.531965375,,48,39,52,80,36,1,1/1/2000,23,68
41,41,CAN,Canada,2001,33846.65489,2.12,-0.493961453,0.29907283,1.405527597,39462.65326,,1.931157827,12,-1.642480037,1.55603269,1.168465853,1.52,1.69,1.531965375,,48,39,52,80,36,1,1/1/2001,23,68
42,42,CAN,Canada,2002,34626.33868,2.03,-0.190926937,0.230894893,3.42214615,40371.70591,,1.923086286,24,-1.455919075,0.919866776,1.221569419,1.58,1.69,1.499053836,,48,39,52,80,36,1,1/1/2002,23,68
43,43,CAN,Canada,2003,35623.4283,1.99,-0.217140107,0.200115628,3.811090201,41534.23739,,1.990027308,36,-1.468152708,0.289122213,1.054091454,1.56,1.73,1.547556758,,48,39,52,80,36,1,1/1/2003,23,68
44,44,CAN,Canada,2004,36673.96257,1.83,0.035576775,0.051943048,3.91402875,42759.08132,,1.922352433,48,0.7383409,0.427113562,0.876835406,1.63,1.71,1.668454528,,48,39,52,80,36,1,1/1/2004,23,68
45,45,CAN,Canada,2005,38144.17696,1.88,-0.231247002,0.090529818,4.995860902,44473.24069,,1.887422085,60,0.175168722,-0.057727004,0.829618096,1.57,1.66,1.506879449,,48,39,52,80,36,1,1/1/2005,23,68
46,46,CAN,Canada,2006,39333.77676,1.96,-0.370622472,0.098059439,4.165817612,45860.22456,,1.895545006,72,-0.925492042,0.197517736,1.035532594,1.56,1.81,1.415594816,,48,39,52,80,36,1,1/1/2006,23,68
47,47,CAN,Canada,2007,41629.2147,2,0.266315859,0.030366093,6.868608858,48536.5325,,1.761394262,84,1.211677509,-0.263119279,1.00686717,1.61,1.81,1.384671569,,48,39,52,80,36,1,1/1/2007,23,68
48,48,CAN,Canada,2008,41595.78858,2,-0.55257891,0.365904651,1.007622675,48497.56016,,1.791680694,96,-3.103902453,0.720503165,1.041849613,1.65,1.81,1.40752852,,48,39,52,80,36,1,1/1/2008,23,68
49,49,CAN,Canada,2009,39919.30366,2.06,-0.020104678,-0.507230891,-2.928400179,46542.90487,,1.745889544,108,-0.544562471,-1.471325414,1.126739144,1.7,1.8,1.401845694,,48,39,52,80,36,1,1/1/2009,23,68
50,50,CAN,Canada,2010,40697.58166,2.07,0.056096505,-0.350208022,3.089494641,47450.31847,,1.783194065,120,0.97910319,-0.611406722,0.936318219,1.7,1.81,1.352596402,,48,39,52,80,36,1,1/1/2010,23,68
51,51,CAN,Canada,2011,41569.44962,1.98,-0.252560855,0.062386948,3.146881364,48466.85091,,1.778377771,132,0.185752126,0.3678713,1.077175736,1.69,1.74,1.380144596,,48,39,52,80,36,1,1/1/2011,23,68
52,52,CAN,Canada,2012,41845.18106,1.93,-0.505538313,-0.04566714,1.762278244,48788.33303,,1.765713096,144,-1.211233561,-0.04400719,1.113016248,1.71,1.76,1.437505364,,48,39,52,80,36,1,1/1/2012,23,68
53,53,CAN,Canada,2013,42370.19372,1.89,0.448768676,0.235840406,2.330174773,49400.4583,,1.788731575,156,2.299460166,1.283904971,1.061421752,1.74,1.76,1.453486681,,48,39,52,80,36,1,1/1/2013,23,68
54,54,CAN,Canada,2014,43149.57642,1.84,-0.296678006,-0.004580009,2.868453971,50309.1599,,1.760523319,168,-0.098487811,0.345611431,1.17550385,1.85,1.89,1.412359953,,48,39,52,80,36,1,1/1/2014,23,68
55,55,CAN,Canada,2015,43124.2111,1.89,0.49753734,-0.066899737,0.689906522,50279.58584,,1.762081265,180,1.327032174,0.142887196,1.274697781,1.72,1.84,1.467126369,,48,39,52,80,36,1,1/1/2015,23,68
56,56,CAN,Canada,2016,43110.70122,1.99,-0.698158608,-0.4526097,1.107099385,50263.83433,,1.781461477,192,-1.714107841,-1.275817209,1.256058574,1.74,1.84,1.447940588,,48,39,52,80,36,1,1/1/2016,23,68
57,57,CAN,Canada,2017,43871.40235,1.92,-0.418167337,0.419023707,2.978565954,51150.75462,,1.85416007,204,-0.870793947,0.896505388,1.101824403,1.89,1.8,1.480334759,,48,39,52,80,36,1,1/1/2017,23,68
58,58,CAN,Canada,2018,44078.0656,1.87,0.144053897,-0.013396319,1.896974756,51391.70842,,1.716108322,216,1.178426074,0.114265913,0.991188586,1.67,1.77,1.520856738,,48,39,52,80,36,1,1/1/2018,23,68
59,59,CAN,Canada,2019,,1.87,-0.740081233,0.15759292,,,,1.716108322,228,-1.736654843,0.600983628,0.991188586,1.67,1.77,1.520856738,,48,39,52,80,36,1,1/1/2019,23,68
60,60,JPN,Japan,2000,33871.85822,1.27,-0.176405975,-0.041302209,2.779632825,42169.73328,,1.199341059,0,-0.501208863,-0.275756679,1.198904634,0.84,1.32,0.958087981,,92,54,95,46,88,0,1/1/2000,80,42
61,61,JPN,Japan,2001,33927.64363,1.27,0.487504841,-0.188188118,0.406335903,42239.18493,,1.199341059,12,1.167214405,-0.431883372,1.198904634,0.84,1.32,0.958087981,,92,54,95,46,88,0,1/1/2001,80,42
62,62,JPN,Japan,2002,33888.78348,0.97,0.099263128,0.143881572,0.117992777,42190.80487,,1.068672776,24,1.149927963,0.348325498,1.179546118,0.53,1.18,1.014470935,,92,54,95,46,88,0,1/1/2002,80,42
63,63,JPN,Japan,2003,34333.13367,1.21,0.230134637,-0.13574239,1.528220148,42744.01128,,1.217828393,36,0.362719605,-0.334571919,1.027568579,1.1,1.2,1.082603693,,92,54,95,46,88,0,1/1/2003,80,42
64,64,JPN,Japan,2004,35078.26199,1.22,0.025228253,-0.213660635,2.204687882,43671.67997,,1.363780141,48,-0.413150835,-0.859607194,1.028518796,1.14,1.27,1.043494582,,92,54,95,46,88,0,1/1/2004,80,42
65,65,JPN,Japan,2005,35658.14867,1.22,0.126201682,-0.486452908,1.662670405,44393.62638,,1.290751219,60,-0.009476404,-1.42798092,1.036057591,1.26,1.23,1.006276965,,92,54,95,46,88,0,1/1/2005,80,42
66,66,JPN,Japan,2006,36141.58524,1.33,0.340947261,0.011013558,1.420006556,44995.49449,,1.589434743,72,0.246161552,0.152411004,1.138634086,1.26,1.36,0.954123318,,92,54,95,46,88,0,1/1/2006,80,42
67,67,JPN,Japan,2007,36697.2409,1.24,0.058556706,0.166629416,1.654183881,45687.27381,,1.447717786,84,0.280122915,0.713749964,1.010044575,1.13,1.34,0.969946265,,92,54,95,46,88,0,1/1/2007,80,42
68,68,JPN,Japan,2008,36278.36947,1.34,0.23028899,0.183400667,-1.0935406,45165.78792,,1.460432291,96,0.464661336,0.30254882,0.894153655,1.13,1.32,0.948859215,,92,54,95,46,88,0,1/1/2008,80,42
69,69,JPN,Japan,2009,34317.67082,1.38,0.01242263,-0.085814643,-5.416412797,42724.76037,,1.454035997,108,-0.170331374,-0.013826399,0.975735784,1.1,1.29,1.021046162,,92,54,95,46,88,0,1/1/2009,80,42
70,70,JPN,Japan,2010,35749.75668,1.56,-0.134932078,-0.139989064,4.191739259,44507.67639,,1.527669191,120,-0.823695033,-0.524256791,0.879353166,1.02,1.33,1.040693045,,92,54,95,46,88,0,1/1/2010,80,42
71,71,JPN,Japan,2011,35774.69671,1.56,0.040451979,0.190512973,-0.11542134,44538.72619,,1.472670078,132,0.120296112,0.303672227,0.995091975,1.08,1.31,1.071133375,,92,54,95,46,88,0,1/1/2011,80,42
72,72,JPN,Japan,2012,36367.59706,1.63,-0.024872195,-0.205763738,1.495089586,45276.87434,,1.415637016,144,-0.672582491,-0.354105761,0.948442876,1.14,1.36,1.101295233,,92,54,95,46,88,0,1/1/2012,80,42
73,73,JPN,Japan,2013,37148.60275,1.66,-0.126785531,-0.104692367,2.000267841,46249.20959,,1.618066192,156,-0.095391955,-0.266474323,1.019141912,1.12,1.44,1.109647036,,92,54,95,46,88,0,1/1/2013,80,42
74,74,JPN,Japan,2014,37337.31741,1.69,0.107108627,0.644095708,0.374719476,46484.15527,,1.812485337,168,0.642161739,1.378273911,0.968597353,1.14,1.6,1.036089063,,92,54,95,46,88,0,1/1/2014,80,42
75,75,JPN,Japan,2015,37834.05341,1.57,-0.059185299,0.031394186,1.222921041,47102.58088,,1.784520626,180,-0.970279873,-0.230595779,1.06512773,1.22,1.52,0.988054872,,92,54,95,46,88,0,1/1/2015,80,42
76,76,JPN,Japan,2016,38108.40569,1.52,0.029234806,0.253911985,0.609093181,47444.14356,,1.822037935,192,0.264340584,2.244855289,0.982944191,1.43,1.42,0.987904727,,92,54,95,46,88,0,1/1/2016,80,42
77,77,JPN,Japan,2017,38907.36814,1.52,-0.368820395,-0.284098171,1.928757251,48438.83458,,1.617135763,204,-1.471262207,-0.78539907,1.111926913,1.37,1.57,1.007818937,,92,54,95,46,88,0,1/1/2017,80,42
78,78,JPN,Japan,2018,39293.69158,1.42,-0.357277134,0.083593233,0.788455876,48919.79894,,1.67581749,216,-0.915629191,0.20891649,1.05969286,1.33,1.53,1.022637606,,92,54,95,46,88,0,1/1/2018,80,42
79,79,JPN,Japan,2019,,1.42,0.018284181,-0.113693411,,,,1.67581749,228,-0.312312945,-0.000536638,1.05969286,1.33,1.53,1.022637606,,92,54,95,46,88,0,1/1/2019,80,42
80,80,IND,India,2000,2710.264072,-0.35,0.170001643,0.451864167,3.840991157,826.5924931,119.414323,-0.133775726,0,0.351917923,0.872153215,-0.998129547,-0.16,0.33,0.352063388,,40,77,56,48,51,1,1/1/2000,61,26
81,81,IND,India,2001,2792.314,-0.35,-0.088259404,0.24760983,4.823966264,851.6165693,83.86660749,-0.133775726,12,-0.816947676,1.332145475,-0.998129547,-0.16,0.33,0.352063388,,40,77,56,48,51,1,1/1/2001,61,26
82,82,IND,India,2002,2849.971796,-0.52,-0.298347301,0.344391186,3.803975321,869.2013874,218.3612069,-0.120763898,24,-1.17897522,0.533628003,-1.209033728,-0.35,0,0.426245898,,40,77,56,48,51,1,1/1/2002,61,26
83,83,IND,India,2003,3023.640683,-0.42,0.152291785,-0.095439857,7.860381476,922.16796,125.2150847,-0.088440947,36,0.694550495,-0.110908939,-1.508780956,-0.35,0.13,0.454564899,,40,77,56,48,51,1,1/1/2003,61,26
84,84,IND,India,2004,3210.914509,-0.41,-0.17033859,0.339250487,7.922936613,979.2838477,106.8915787,-0.157319158,48,-0.03057885,0.619050767,-1.278898835,-0.43,0.04,0.399967372,,40,77,56,48,51,1,1/1/2004,61,26
85,85,IND,India,2005,3411.017048,-0.36,0.058397657,0.132359003,7.923430621,1040.312313,93.12335849,-0.105500147,60,0.120869381,-0.081650096,-1.012698412,-0.29,0.13,0.413685679,,40,77,56,48,51,1,1/1/2005,61,26
86,86,IND,India,2006,3629.434174,-0.28,-0.42053113,-0.01420234,8.060732573,1106.92647,78.35076523,-0.098319896,72,-1.128044603,-0.14942265,-1.063721895,-0.28,0.18,0.437193722,,40,77,56,48,51,1,1/1/2006,61,26
87,87,IND,India,2007,3848.948671,-0.4,-0.144359285,0.132188172,7.660815065,1173.87531,68.1160751,0.121905446,84,-0.525656766,-0.139489394,-1.151810646,-0.3,0.09,0.453963935,,40,77,56,48,51,1,1/1/2007,61,26
88,88,IND,India,2008,3910.054508,-0.34,0.185890605,0.28513451,3.08669806,1192.511732,70.47841647,-0.01919394,96,0.471905537,0.608263354,-1.107511878,-0.39,0.09,0.462193102,,40,77,56,48,51,1,1/1/2008,61,26
89,89,IND,India,2009,4158.385539,-0.45,0.128275871,-0.141120548,7.861888833,1268.24921,105.9493861,-0.0124214,108,0.185442844,-0.860384509,-1.353806138,-0.33,0.01,0.460684627,,40,77,56,48,51,1,1/1/2009,61,26
90,90,IND,India,2010,4451.233473,-0.47,0.882764046,0.271626792,8.497584702,1357.563719,82.90271819,0.025990726,120,2.102270156,0.584277132,-1.2779845,-0.38,-0.04,0.443272382,,40,77,56,48,51,1,1/1/2010,61,26
91,91,IND,India,2011,4624.561404,-0.54,0.463445933,0.155006939,5.241344743,1410.426305,78.39460731,0.005962175,132,1.682953943,0.719139784,-1.32679534,-0.34,-0.09,0.435818583,,40,77,56,48,51,1,1/1/2011,61,26
92,92,IND,India,2012,4817.197501,-0.51,-0.380119703,-0.183353298,5.456358951,1469.17761,75.00199435,-0.170951098,144,-1.31122407,-0.574938098,-1.289309859,-0.47,-0.07,0.399454206,,40,77,56,48,51,1,1/1/2012,61,26
93,93,IND,India,2013,5064.558517,-0.52,-0.426618246,-0.104720302,6.386106401,1544.619247,87.98950119,-0.171536714,156,-0.68293657,0.419228983,-1.229174137,-0.47,-0.06,0.432780147,,40,77,56,48,51,1,1/1/2013,61,26
94,94,IND,India,2014,5377.889179,-0.43,0.191623923,-0.065856708,7.410227605,1640.1807,82.15916898,-0.205647334,168,0.497375555,-0.103952907,-0.99791199,-0.45,-0.06,0.413294047,,40,77,56,48,51,1,1/1/2014,61,26
95,95,IND,India,2015,5743.426444,-0.35,-0.108760421,0.150290868,7.996253786,1751.664434,94.49897964,0.090342298,180,-0.73281424,0.421190788,-0.948493361,-0.39,-0.05,0.427870214,,40,77,56,48,51,1,1/1/2015,61,26
96,96,IND,India,2016,6145.294538,-0.28,-0.099497158,0.096310257,8.169526505,1874.228561,95.57008178,0.07518322,192,-0.237604078,0.88656771,-0.953839839,-0.31,-0.03,0.440187365,,40,77,56,48,51,1,1/1/2016,61,26
97,97,IND,India,2017,6516.17256,-0.24,-0.096624081,0.143690012,7.167888861,1987.341151,94.48608052,0.089892484,204,0.309901925,0.002403098,-0.764699221,-0.25,0,0.385538399,,40,77,56,48,51,1,1/1/2017,61,26
98,98,IND,India,2018,6888.188468,-0.19,-0.154447878,0.05156786,6.811369326,2100.80078,108.2766077,0.283048511,216,0.454238921,0.48234779,-0.956521392,-0.18,0.03,0.378832668,,40,77,56,48,51,1,1/1/2018,61,26
99,99,IND,India,2019,,-0.19,0.288648168,0.404895605,,,81.792081,0.283048511,228,1.324452662,1.218688027,-0.956521392,-0.18,0.03,0.378832668,,40,77,56,48,51,1,1/1/2019,61,26
100,100,MYS,Malaysia,2000,16304.01082,0.34,-0.712064999,-0.052552939,8.858868177,7007.041504,77.74876945,1.057264447,0,-1.783591505,-0.197107497,0.094189957,0.56,0.27,-0.421082169,,36,104,50,26,41,1,1/1/2000,,57
101,101,MYS,Malaysia,2001,16032.52551,0.34,-0.049810575,0.22814894,0.517675319,6890.364148,85.68231735,1.057264447,12,-0.904651401,1.02320708,0.094189957,0.56,0.27,-0.421082169,,36,104,50,26,41,1,1/1/2001,,57
102,102,MYS,Malaysia,2002,16548.35801,0.27,-0.482236504,0.111738123,5.390988299,7112.055595,125.0597228,1.021575928,24,-1.041230903,0.034745358,0.540112317,0.56,0.45,-0.492929816,,36,104,50,26,41,1,1/1/2002,,57
103,103,MYS,Malaysia,2003,17158.64945,0.34,-0.086361687,-0.493584078,5.788499284,7374.343049,143.8715547,1.162355661,36,-0.525959112,-1.401689899,0.486050218,0.63,0.52,-0.457673877,,36,104,50,26,41,1,1/1/2003,,57
104,104,MYS,Malaysia,2004,17964.85761,0.34,-0.639392365,-0.077418614,6.783437734,7720.830429,73.65672895,1.08776176,48,-1.92690365,-0.59308524,0.347444683,0.47,0.52,-0.235716462,,36,104,50,26,41,1,1/1/2004,,57
105,105,MYS,Malaysia,2005,18554.51721,0.2,-0.179737596,0.011528027,5.332139149,7974.250853,109.2615597,1.09282279,60,-1.3918058,0.51502408,0.564770043,0.64,0.5,-0.146773517,,36,104,50,26,41,1,1/1/2005,,57
106,106,MYS,Malaysia,2006,19208.43096,0.23,0.202067658,-0.516805844,5.584847072,8255.286044,81.63620792,1.267115116,72,0.259672785,-1.103826689,0.287723362,0.55,0.47,-0.543147862,,36,104,50,26,41,1,1/1/2006,,57
107,107,MYS,Malaysia,2007,20022.18748,0.19,-0.443732614,0.196665797,6.29878593,8605.017517,57.35564959,1.238987446,84,-1.41089805,0.519408352,0.19377324,0.51,0.44,-0.523537278,,36,104,50,26,41,1,1/1/2007,,57
108,108,MYS,Malaysia,2008,20592.23512,-0.05,0.169596937,-0.129718243,4.831769887,8850.009221,57.21135865,1.108519197,96,0.203962792,0.02667632,0.108325094,0.32,0.34,-0.563192904,,36,104,50,26,41,1,1/1/2008,,57
109,109,MYS,Malaysia,2009,19915.65939,-0.06,-0.144934673,0.067907951,-1.513528719,8559.2345,77.08988157,0.983705997,108,0.087259525,-0.194683891,-0.042381134,0.3,0.46,-0.503895342,,36,104,50,26,41,1,1/1/2009,,57
110,110,MYS,Malaysia,2010,21035.62394,0.09,0.250830476,0.160170623,7.424847386,9040.566251,132.3830399,1.120517969,120,1.074319333,0.085129644,0.143352136,0.59,0.48,-0.499978125,,36,104,50,26,41,1,1/1/2010,,57
111,111,MYS,Malaysia,2011,21806.82279,0.03,0.084483762,0.23008407,5.29391284,9372.007539,97.53936531,1.021163225,132,0.160750434,0.351276185,0.077409767,0.58,0.48,-0.474874914,,36,104,50,26,41,1,1/1/2011,,57
112,112,MYS,Malaysia,2012,22670.2933,0.24,-0.089494403,0.144246041,5.473454192,9743.104797,58.96676335,0.919864178,144,-0.67308648,0.286011383,-0.005212402,0.57,0.47,-0.346539199,,36,104,50,26,41,1,1/1/2012,,57
113,113,MYS,Malaysia,2013,23411.63775,0.35,0.563530389,-0.005030172,4.69372252,10061.71544,93.02887443,0.999806523,156,3.33684,-0.086349675,0.051791593,0.64,0.44,-0.339679241,,36,104,50,26,41,1,1/1/2013,,57
114,114,MYS,Malaysia,2014,24487.44782,0.41,0.531778897,0.352227578,6.00672195,10524.07074,79.87887272,1.115127206,168,1.832884167,1.267585392,0.266619146,0.84,0.59,-0.360303104,,36,104,50,26,41,1,1/1/2014,,57
115,115,MYS,Malaysia,2015,25390.43526,0.24,0.265682988,-0.120259338,5.091515721,10912.15135,102.3333606,0.948956072,180,0.332571936,-0.316927078,0.258957565,0.75,0.5,-0.391476721,,36,104,50,26,41,1,1/1/2015,,57
